DATAFLOW,LAST UPDATE,freq,reason,citizen,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2013,4601,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2014,7252,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2015,5178,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2016,6750,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2017,10207,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2018,12267,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2019,21415,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2020,22511,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2021,20977,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2022,33199,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Lithuania,2023,56073,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2012,3804,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2013,4169,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2014,4289,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2015,4918,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2016,5627,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2017,7207,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2018,7727,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2019,8428,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2020,5707,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2021,7076,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2022,9245,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Luxembourg,2023,9740,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2012,5620,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2013,7615,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2014,9857,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2015,6357,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2016,6037,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2017,6647,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2018,8852,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2019,10143,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2020,5532,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2021,8138,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2022,8790,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Latvia,2023,10193,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2012,4526,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2013,6795,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2014,9895,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2015,9984,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2016,8995,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2017,12497,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2018,17176,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2019,21165,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2020,11107,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2021,14358,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2022,37851,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Malta,2023,41927,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2012,51162,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2013,64739,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2014,69569,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2015,86691,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2016,95753,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2017,97395,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2018,92068,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2019,102132,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2020,73511,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2021,105879,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2022,137200,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Netherlands,2023,131785,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2012,28037,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2013,27692,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2014,25902,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2015,30683,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2016,38349,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2017,30713,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2018,25704,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2019,25349,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2020,17402,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2021,24656,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2022,30670,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Norway,2023,28598,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2012,146619,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2013,273886,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2014,355521,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2015,541583,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2016,585969,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2017,688912,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2018,648169,b,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2019,724416,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2020,598047,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2021,967345,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2022,700264,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Poland,2023,642789,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2012,32590,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2013,26593,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2014,29764,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2015,29021,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2016,25728,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2017,34073,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2018,61741,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2019,93475,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2020,84397,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2021,84805,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2022,108684,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Portugal,2023,135907,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2012,10125,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2013,11160,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2014,10294,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2015,11289,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2016,11867,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2017,13264,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2018,16487,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2019,27103,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2020,17844,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2021,28250,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2022,42207,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Romania,2023,56920,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2012,90248,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2013,99122,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2014,107947,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2015,110623,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2016,146740,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2017,128245,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2018,123433,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2019,107212,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2020,74852,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2021,83212,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2022,84788,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Sweden,2023,76718,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2012,9092,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2013,8271,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2014,9876,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2015,11417,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2016,13517,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2017,19609,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2018,29632,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2019,31517,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2020,19010,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2021,27099,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2022,32781,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovenia,2023,31855,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2012,4210,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2013,4416,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2014,5510,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2015,9279,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2016,10227,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2017,13688,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2018,21040,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2019,28836,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2020,18251,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2021,29067,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2022,27441,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,Slovakia,2023,28750,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,United Kingdom,2012,631940,d,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,United Kingdom,2013,724248,d,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,United Kingdom,2014,567806,d,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,United Kingdom,2015,633017,d,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,United Kingdom,2016,529876,d,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,United Kingdom,2017,517000,,
ESTAT:TPS00170(1.0),03/03/25 11:00:00,Annual,Total,Total,Total,Person,United Kingdom,2018,450775,,
