STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,citizen,Country of citizenship,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-03,,1220,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-04,,10385,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-05,,20610,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-06,,25050,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-07,,26160,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-08,,27635,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-09,,29455,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-10,,29505,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-11,,30340,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2022-12,,31815,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-01,,32570,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-02,,33510,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-03,,34470,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-04,,34565,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-05,,34980,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-06,,35285,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-07,,35590,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-08,,36520,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-09,,37080,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-10,,35400,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-11,,35725,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2023-12,,35920,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-01,,36295,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-02,,36795,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-03,,31445,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-04,,32135,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-05,,32705,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-06,,33760,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-07,,34725,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-08,,35480,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-09,,36615,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-10,,37585,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-11,,38595,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2024-12,,36610,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2025-01,,34385,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2025-02,,34670,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,DK,Denmark,2025-03,,35225,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-03,,13745,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-04,,22200,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-05,,25750,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-06,,27890,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-07,,29600,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-08,,31905,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-09,,33885,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-10,,35855,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-11,,37305,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2022-12,,38235,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-01,,38930,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-02,,39655,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-03,,36875,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-04,,35005,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-05,,34975,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-06,,35090,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-07,,35305,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-08,,35660,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-09,,35700,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-10,,35740,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-11,,35765,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2023-12,,35825,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-01,,35640,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-02,,35095,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-03,,33840,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-04,,32670,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-05,,33515,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-06,,32275,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-07,,33715,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-08,,33735,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-09,,34130,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-10,,34640,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-11,,35015,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2024-12,,35330,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2025-01,,35610,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2025-02,,35785,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EE,Estonia,2025-03,,33505,,,,,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-03,,0,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-04,,8800,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-05,,14615,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-06,,16580,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-07,,17870,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-08,,18890,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-09,,19585,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-10,,20215,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-11,,20810,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2022-12,,21315,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-01,,21760,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-02,,22055,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-03,,22470,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-04,,23075,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-05,,23410,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-06,,24340,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-07,,25090,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-08,,25490,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-09,,25845,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-10,,26185,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-11,,26425,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2023-12,,26595,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-01,,26840,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-02,,27035,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-03,,27405,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-04,,28360,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-05,,29505,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-06,,30215,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-07,,30865,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-08,,31210,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-09,,31515,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-10,,31835,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-11,,32100,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2024-12,,32305,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2025-01,,32540,,d,definition differs (see metadata),,
dataflow,ESTAT:MIGR_ASYTPSM(1.0),"Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data",M,Monthly,PER,Person,UA,Ukraine,T,Total,TOTAL,Total,EL,Greece,2025-02,,32735,,d,definition differs (see metadata),,
