DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bosnia and Herzegovina,2018,3500295,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bosnia and Herzegovina,2019,3492018,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bosnia and Herzegovina,2022,3464384,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bosnia and Herzegovina,2023,3441194,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bosnia and Herzegovina,2024,3417089,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2013,11137974,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2014,11180840,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2015,11237274,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2016,11311117,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2017,11351727,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2018,11398589,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2019,11455519,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2020,11522440,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2021,11554767,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2022,11617623,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2023,11742796,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belgium,2024,11832049,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2013,7202556,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2014,7117453,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2015,7029690,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2016,6938759,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2017,6849518,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2018,6757418,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2019,6664177,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2020,6569275,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2021,6532117,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2022,6482484,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2023,6447710,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Bulgaria,2024,6445481,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2013,9463840,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2014,9468154,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2015,9480868,e,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2016,9498364,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2017,9504704,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2018,9491823,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2019,9475174,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Belarus,2020,9408350,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2013,8039060,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2014,8139631,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2015,8237666,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2016,8327126,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2017,8419550,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2018,8484130,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2019,8544527,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2020,8606033,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2021,8670300,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2022,8738791,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2023,8815385,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Switzerland,2024,8960800,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2013,865878,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2014,858000,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2015,847008,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2016,848319,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2017,854802,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2018,864236,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2019,875899,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2020,888005,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2021,896007,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2022,904705,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2023,920701,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Cyprus,2024,933505,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2013,10516125,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2014,10512419,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2015,10538275,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2016,10553843,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2017,10578820,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2018,10610055,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2019,10649800,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2020,10693939,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2021,10494836,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2022,10516707,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2023,10827529,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Czechia,2024,10900555,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2013,80523746,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2014,80767463,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2015,81197537,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2016,82175684,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2017,82521653,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2018,82792351,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2019,83019213,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2020,83166711,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2021,83155031,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2022,83237124,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2023,84358845,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Germany,2024,83445000,ep,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2013,5602628,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2014,5627235,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2015,5659715,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2016,5707251,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2017,5748769,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2018,5781190,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2019,5806081,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2020,5822763,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2021,5840045,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2022,5873420,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2023,5932654,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Denmark,2024,5961249,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2013,340887898,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2014,341548691,be,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2015,342243873,be,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2016,343429507,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2017,344126499,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2018,344794283,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2019,345697844,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2020,346625682,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2021,346699769,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2022,346969818,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2023,349665601,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (from 2023),2024,350077581,ep,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2013,1320174,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2014,1315819,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2015,1314870,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2016,1315944,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2017,1315635,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2018,1319133,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2019,1324820,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2020,1328976,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2021,1330068,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2022,1331796,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2023,1365884,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Estonia,2024,1374687,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2013,11003615,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2014,10926807,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2015,10858018,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2016,10783748,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2017,10768193,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2018,10741165,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2019,10724599,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2020,10718565,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2021,10678632,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2022,10459782,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2023,10413982,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Greece,2024,10397193,ep,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2013,46712650,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2014,46495744,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2015,46425722,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2016,46418884,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2017,46497393,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2018,46645070,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2019,46918951,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2020,47318050,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2021,47400798,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2022,47486843,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2023,48085361,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Spain,2024,48610458,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2013,5426674,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2014,5451270,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2015,5471753,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2016,5487308,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2017,5503297,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2018,5513130,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2019,5517919,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2020,5525292,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2021,5533793,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2022,5548241,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2023,5563970,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Finland,2024,5603851,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2013,65600350,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2014,66165980,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2015,66458153,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2016,66638391,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2017,66809816,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2018,67026224,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2019,67290471,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2020,67473651,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2021,67728568,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2022,67957053,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2023,68172977,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,France,2024,68401997,p,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Metropolitan France,2013,63697865,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2014,4490498,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2015,3729500,b,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2016,3720400,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2017,3718200,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2018,3729633,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2019,3723464,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2020,3716858,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2021,3728573,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2022,3688647,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Georgia,2023,3736357,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Croatia,2013,4247803,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Croatia,2014,4217632,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Croatia,2015,4180915,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Croatia,2016,4131115,,
ESTAT:TPS00001(1.0),09/01/25 23:00:00,Annual,Population on 1 January - total,Croatia,2017,4078769,,
