STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,sex,Sex,unit,Unit of measure,age,Age class,asyl_app,Applicant type,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2011,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2012,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2013,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2014,,50,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2015,,45,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2016,,20,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2017,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2018,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2019,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2020,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2021,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2022,,420,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2023,,215,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IE,Ireland,2024,,255,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2008,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2009,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2010,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2011,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2012,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2013,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2014,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2015,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2016,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2017,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2018,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2019,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2020,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2021,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2022,,2355,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2023,,1625,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IS,Iceland,2024,,1235,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2008,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2009,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2010,,20,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2011,,20,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2012,,35,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2013,,35,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2014,,2080,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2015,,4665,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2016,,2570,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2017,,2745,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2018,,3070,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2019,,1840,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2020,,405,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2021,,610,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2022,,3170,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2023,,1255,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,IT,Italy,2024,,1660,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2008,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2009,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2010,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2011,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2012,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2013,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2014,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2015,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2016,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2017,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2018,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2019,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2020,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2021,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2022,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2023,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LI,Liechtenstein,2024,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2008,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2009,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2010,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2011,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2012,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2013,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2014,,70,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2015,,65,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2016,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2017,,35,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2018,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2019,,15,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2020,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2021,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2022,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2023,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LT,Lithuania,2024,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2008,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2009,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2010,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2011,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2012,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2013,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2014,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2015,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2016,,35,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2017,,35,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2018,,20,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2019,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2020,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2021,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2022,,10,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2023,,25,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LU,Luxembourg,2024,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LV,Latvia,2008,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LV,Latvia,2009,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LV,Latvia,2010,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LV,Latvia,2011,,5,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LV,Latvia,2012,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LV,Latvia,2013,,0,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZA(1.0),"Asylum applicants by type, citizenship, age and sex - annual aggregated data",A,Annual,UA,Ukraine,T,Total,PER,Person,TOTAL,Total,ASY_APP,Asylum applicant,LV,Latvia,2014,,75,,,,,
