Country of citizenship,geo,OBS_VALUE,month
Ukraine,Lithuania,47895.0,2025-01
Ukraine,Lithuania,48870.0,2025-02
Ukraine,Lithuania,44065.0,2025-03
Ukraine,Luxembourg,920.0,2022-03
Ukraine,Luxembourg,2560.0,2022-04
Ukraine,Luxembourg,3610.0,2022-05
Ukraine,Luxembourg,3905.0,2022-06
Ukraine,Luxembourg,4055.0,2022-07
Ukraine,Luxembourg,4110.0,2022-08
Ukraine,Luxembourg,4215.0,2022-09
Ukraine,Luxembourg,4305.0,2022-10
Ukraine,Luxembourg,4375.0,2022-11
Ukraine,Luxembourg,4490.0,2022-12
Ukraine,Luxembourg,4520.0,2023-01
Ukraine,Luxembourg,4505.0,2023-02
Ukraine,Luxembourg,3920.0,2023-03
Ukraine,Luxembourg,3925.0,2023-04
Ukraine,Luxembourg,3930.0,2023-05
Ukraine,Luxembourg,3940.0,2023-06
Ukraine,Luxembourg,3965.0,2023-07
Ukraine,Luxembourg,4050.0,2023-08
Ukraine,Luxembourg,4040.0,2023-09
Ukraine,Luxembourg,4050.0,2023-10
Ukraine,Luxembourg,4040.0,2023-11
Ukraine,Luxembourg,4090.0,2023-12
Ukraine,Luxembourg,4075.0,2024-01
Ukraine,Luxembourg,4085.0,2024-02
Ukraine,Luxembourg,4085.0,2024-03
Ukraine,Luxembourg,4070.0,2024-04
Ukraine,Luxembourg,4095.0,2024-05
Ukraine,Luxembourg,4145.0,2024-06
Ukraine,Luxembourg,3685.0,2024-07
Ukraine,Luxembourg,3675.0,2024-08
Ukraine,Luxembourg,3685.0,2024-09
Ukraine,Luxembourg,3720.0,2024-10
Ukraine,Luxembourg,3710.0,2024-11
Ukraine,Luxembourg,3745.0,2024-12
Ukraine,Luxembourg,3800.0,2025-01
Ukraine,Luxembourg,3825.0,2025-02
Ukraine,Luxembourg,3820.0,2025-03
Ukraine,Latvia,11045.0,2022-03
Ukraine,Latvia,19585.0,2022-04
Ukraine,Latvia,24245.0,2022-05
Ukraine,Latvia,26995.0,2022-06
Ukraine,Latvia,28600.0,2022-07
Ukraine,Latvia,29945.0,2022-08
Ukraine,Latvia,31500.0,2022-09
Ukraine,Latvia,32750.0,2022-10
Ukraine,Latvia,34660.0,2022-11
Ukraine,Latvia,35520.0,2022-12
Ukraine,Latvia,35890.0,2023-01
Ukraine,Latvia,36405.0,2023-02
Ukraine,Latvia,35640.0,2023-03
Ukraine,Latvia,39320.0,2023-04
Ukraine,Latvia,41855.0,2023-05
Ukraine,Latvia,43840.0,2023-06
Ukraine,Latvia,42130.0,2023-07
Ukraine,Latvia,42455.0,2023-08
Ukraine,Latvia,42660.0,2023-09
Ukraine,Latvia,42955.0,2023-10
Ukraine,Latvia,43190.0,2023-11
Ukraine,Latvia,43430.0,2023-12
Ukraine,Latvia,43745.0,2024-01
Ukraine,Latvia,44010.0,2024-02
Ukraine,Latvia,44245.0,2024-03
Ukraine,Latvia,44560.0,2024-04
Ukraine,Latvia,44540.0,2024-05
Ukraine,Latvia,45145.0,2024-06
Ukraine,Latvia,45675.0,2024-07
Ukraine,Latvia,46105.0,2024-08
Ukraine,Latvia,46580.0,2024-09
Ukraine,Latvia,46865.0,2024-10
Ukraine,Latvia,47230.0,2024-11
Ukraine,Latvia,47675.0,2024-12
Ukraine,Latvia,48110.0,2025-01
Ukraine,Latvia,48540.0,2025-02
Ukraine,Latvia,48935.0,2025-03
Ukraine,Malta,190.0,2022-03
Ukraine,Malta,580.0,2022-04
Ukraine,Malta,990.0,2022-05
Ukraine,Malta,1165.0,2022-06
Ukraine,Malta,1230.0,2022-07
Ukraine,Malta,1295.0,2022-08
Ukraine,Malta,1360.0,2022-09
Ukraine,Malta,1425.0,2022-10
Ukraine,Malta,1455.0,2022-11
Ukraine,Malta,1505.0,2022-12
Ukraine,Malta,1560.0,2023-01
Ukraine,Malta,1615.0,2023-02
Ukraine,Malta,1655.0,2023-03
Ukraine,Malta,1705.0,2023-04
Ukraine,Malta,1745.0,2023-05
Ukraine,Malta,1755.0,2023-06
Ukraine,Malta,1810.0,2023-07
Ukraine,Malta,1840.0,2023-08
Ukraine,Malta,1870.0,2023-09
Ukraine,Malta,1920.0,2023-10
Ukraine,Malta,1940.0,2023-11
Ukraine,Malta,1950.0,2023-12
Ukraine,Malta,1970.0,2024-01
Ukraine,Malta,1950.0,2024-02
Ukraine,Malta,1980.0,2024-03
Ukraine,Malta,2010.0,2024-04
Ukraine,Malta,2020.0,2024-05
Ukraine,Malta,2045.0,2024-06
Ukraine,Malta,2090.0,2024-07
Ukraine,Malta,2110.0,2024-08
Ukraine,Malta,2140.0,2024-09
Ukraine,Malta,2170.0,2024-10
Ukraine,Malta,2180.0,2024-11
Ukraine,Malta,2205.0,2024-12
Ukraine,Malta,2220.0,2025-01
Ukraine,Malta,2235.0,2025-02
Ukraine,Malta,2260.0,2025-03
Ukraine,Netherlands,24445.0,2022-03
Ukraine,Netherlands,51135.0,2022-04
Ukraine,Netherlands,62675.0,2022-05
Ukraine,Netherlands,70805.0,2022-06
Ukraine,Netherlands,77480.0,2022-07
Ukraine,Netherlands,84630.0,2022-08
Ukraine,Netherlands,89485.0,2022-09
Ukraine,Netherlands,94770.0,2022-10
Ukraine,Netherlands,99365.0,2022-11
Ukraine,Netherlands,102550.0,2022-12
Ukraine,Netherlands,79855.0,2023-01
Ukraine,Netherlands,82370.0,2023-02
Ukraine,Netherlands,85055.0,2023-03
Ukraine,Netherlands,87035.0,2023-04
Ukraine,Netherlands,89660.0,2023-05
Ukraine,Netherlands,92425.0,2023-06
Ukraine,Netherlands,95575.0,2023-07
Ukraine,Netherlands,98705.0,2023-08
Ukraine,Netherlands,102295.0,2023-09
Ukraine,Netherlands,106410.0,2023-10
Ukraine,Netherlands,109640.0,2023-11
Ukraine,Netherlands,111850.0,2023-12
Ukraine,Netherlands,114355.0,2024-01
Ukraine,Netherlands,114235.0,2024-02
Ukraine,Netherlands,118940.0,2024-03
Ukraine,Netherlands,110520.0,2024-04
Ukraine,Netherlands,110775.0,2024-05
Ukraine,Netherlands,113320.0,2024-06
Ukraine,Netherlands,114265.0,2024-07
Ukraine,Netherlands,115425.0,2024-08
Ukraine,Netherlands,116530.0,2024-09
Ukraine,Netherlands,117780.0,2024-10
Ukraine,Netherlands,118125.0,2024-11
Ukraine,Netherlands,118870.0,2024-12
Ukraine,Netherlands,119775.0,2025-01
Ukraine,Netherlands,119990.0,2025-02
Ukraine,Netherlands,120960.0,2025-03
Ukraine,Norway,2165.0,2022-03
Ukraine,Norway,8740.0,2022-04
Ukraine,Norway,14350.0,2022-05
Ukraine,Norway,17020.0,2022-06
Ukraine,Norway,18280.0,2022-07
Ukraine,Norway,22410.0,2022-08
Ukraine,Norway,25665.0,2022-09
Ukraine,Norway,28325.0,2022-10
Ukraine,Norway,30425.0,2022-11
Ukraine,Norway,32730.0,2022-12
Ukraine,Norway,34710.0,2023-01
Ukraine,Norway,37615.0,2023-02
Ukraine,Norway,40510.0,2023-03
Ukraine,Norway,42170.0,2023-04
Ukraine,Norway,43710.0,2023-05
Ukraine,Norway,45615.0,2023-06
Ukraine,Norway,48180.0,2023-07
Ukraine,Norway,50850.0,2023-08
Ukraine,Norway,54535.0,2023-09
Ukraine,Norway,58920.0,2023-10
Ukraine,Norway,62950.0,2023-11
Ukraine,Norway,64580.0,2023-12
Ukraine,Norway,67575.0,2024-01
Ukraine,Norway,69235.0,2024-02
Ukraine,Norway,70085.0,2024-03
Ukraine,Norway,70535.0,2024-04
Ukraine,Norway,71235.0,2024-05
Ukraine,Norway,70400.0,2024-06
Ukraine,Norway,72140.0,2024-07
Ukraine,Norway,74415.0,2024-08
Ukraine,Norway,75565.0,2024-09
Ukraine,Norway,76760.0,2024-10
Ukraine,Norway,77560.0,2024-11
Ukraine,Norway,78225.0,2024-12
Ukraine,Norway,79005.0,2025-01
Ukraine,Norway,79300.0,2025-02
Ukraine,Norway,79625.0,2025-03
Ukraine,Poland,675085.0,2022-03
Ukraine,Poland,1046815.0,2022-04
Ukraine,Poland,1142375.0,2022-05
Ukraine,Poland,1202190.0,2022-06
Ukraine,Poland,1258235.0,2022-07
Ukraine,Poland,1326075.0,2022-08
Ukraine,Poland,1367555.0,2022-09
Ukraine,Poland,1012300.0,2022-10
Ukraine,Poland,939865.0,2022-11
Ukraine,Poland,956760.0,2022-12
Ukraine,Poland,969425.0,2023-01
Ukraine,Poland,989080.0,2023-02
Ukraine,Poland,995025.0,2023-03
Ukraine,Poland,990290.0,2023-04
Ukraine,Poland,986605.0,2023-05
Ukraine,Poland,974375.0,2023-06
Ukraine,Poland,967840.0,2023-07
Ukraine,Poland,957290.0,2023-08
Ukraine,Poland,955355.0,2023-09
Ukraine,Poland,957305.0,2023-10
Ukraine,Poland,951760.0,2023-11
Ukraine,Poland,951435.0,2023-12
Ukraine,Poland,947030.0,2024-01
Ukraine,Poland,952650.0,2024-02
Ukraine,Poland,950965.0,2024-03
Ukraine,Poland,949365.0,2024-04
Ukraine,Poland,948685.0,2024-05
Ukraine,Poland,961180.0,2024-06
Ukraine,Poland,971585.0,2024-07
Ukraine,Poland,970535.0,2024-08
Ukraine,Poland,975175.0,2024-09
Ukraine,Poland,979195.0,2024-10
Ukraine,Poland,983230.0,2024-11
Ukraine,Poland,986920.0,2024-12
Ukraine,Poland,988295.0,2025-01
Ukraine,Poland,990035.0,2025-02
Ukraine,Poland,992370.0,2025-03
Ukraine,Portugal,23930.0,2022-03
Ukraine,Portugal,32220.0,2022-04
Ukraine,Portugal,35605.0,2022-05
Ukraine,Portugal,37600.0,2022-06
Ukraine,Portugal,39115.0,2022-07
Ukraine,Portugal,40145.0,2022-08
Ukraine,Portugal,41235.0,2022-09
Ukraine,Portugal,42365.0,2022-10
Ukraine,Portugal,43325.0,2022-11
Ukraine,Portugal,44225.0,2022-12
Ukraine,Portugal,45125.0,2023-01
Ukraine,Portugal,45840.0,2023-02
Ukraine,Portugal,46465.0,2023-03
Ukraine,Portugal,46885.0,2023-04
Ukraine,Portugal,47355.0,2023-05
Ukraine,Portugal,47800.0,2023-06
Ukraine,Portugal,48340.0,2023-07
Ukraine,Portugal,48870.0,2023-08
Ukraine,Portugal,49330.0,2023-09
Ukraine,Portugal,49925.0,2023-10
Ukraine,Portugal,50320.0,2023-11
Ukraine,Portugal,50750.0,2023-12
Ukraine,Portugal,51240.0,2024-01
Ukraine,Portugal,51505.0,2024-02
Ukraine,Portugal,51750.0,2024-03
Ukraine,Portugal,52380.0,2024-04
Ukraine,Portugal,52950.0,2024-05
Ukraine,Portugal,53465.0,2024-06
Ukraine,Portugal,54115.0,2024-07
Ukraine,Portugal,54520.0,2024-08
Ukraine,Portugal,55190.0,2024-09
Ukraine,Portugal,55695.0,2024-10
Ukraine,Portugal,56225.0,2024-11
Ukraine,Portugal,56695.0,2024-12
Ukraine,Romania,1980.0,2022-03
Ukraine,Romania,12840.0,2022-04
Ukraine,Romania,33235.0,2022-05
Ukraine,Romania,43550.0,2022-06
Ukraine,Romania,50775.0,2022-07
Ukraine,Romania,60375.0,2022-08
Ukraine,Romania,69920.0,2022-09
Ukraine,Romania,78120.0,2022-10
Ukraine,Romania,88755.0,2022-11
Ukraine,Romania,99930.0,2022-12
Ukraine,Romania,108760.0,2023-01
Ukraine,Romania,116260.0,2023-02
Ukraine,Romania,122860.0,2023-03
Ukraine,Romania,126160.0,2023-04
Ukraine,Romania,129955.0,2023-05
Ukraine,Romania,132300.0,2023-06
Ukraine,Romania,134225.0,2023-07
Ukraine,Romania,136565.0,2023-08
Ukraine,Romania,139265.0,2023-09
Ukraine,Romania,140990.0,2023-10
Ukraine,Romania,142915.0,2023-11
Ukraine,Romania,144455.0,2023-12
Ukraine,Romania,146115.0,2024-01
Ukraine,Romania,148295.0,2024-02
Ukraine,Romania,150115.0,2024-03
Ukraine,Romania,153365.0,2024-04
Ukraine,Romania,157065.0,2024-05
Ukraine,Romania,160510.0,2024-06
Ukraine,Romania,164735.0,2024-07
Ukraine,Romania,167755.0,2024-08
Ukraine,Romania,170790.0,2024-09
Ukraine,Romania,173655.0,2024-10
Ukraine,Romania,175900.0,2024-11
Ukraine,Romania,177915.0,2024-12
Ukraine,Romania,179230.0,2025-01
Ukraine,Romania,180270.0,2025-02
Ukraine,Romania,180815.0,2025-03
Ukraine,Sweden,17850.0,2022-03
Ukraine,Sweden,29485.0,2022-04
Ukraine,Sweden,34035.0,2022-05
Ukraine,Sweden,36145.0,2022-06
Ukraine,Sweden,38640.0,2022-07
Ukraine,Sweden,40870.0,2022-08
Ukraine,Sweden,42335.0,2022-09
Ukraine,Sweden,43765.0,2022-10
Ukraine,Sweden,45310.0,2022-11
Ukraine,Sweden,45560.0,2022-12
Ukraine,Sweden,46565.0,2023-01
Ukraine,Sweden,47595.0,2023-02
Ukraine,Sweden,24375.0,2023-03
Ukraine,Sweden,32910.0,2023-04
Ukraine,Sweden,36415.0,2023-05
Ukraine,Sweden,38650.0,2023-06
Ukraine,Sweden,39705.0,2023-07
Ukraine,Sweden,40620.0,2023-08
Ukraine,Sweden,41355.0,2023-09
Ukraine,Sweden,41965.0,2023-10
Ukraine,Sweden,42555.0,2023-11
Ukraine,Sweden,43135.0,2023-12
Ukraine,Sweden,43835.0,2024-01
Ukraine,Sweden,45685.0,2024-02
Ukraine,Sweden,38235.0,2024-03
Ukraine,Sweden,39080.0,2024-04
Ukraine,Sweden,40095.0,2024-05
Ukraine,Sweden,41085.0,2024-06
Ukraine,Sweden,41965.0,2024-07
Ukraine,Sweden,43340.0,2024-08
Ukraine,Sweden,44185.0,2024-09
Ukraine,Sweden,44925.0,2024-10
Ukraine,Sweden,45490.0,2024-11
Ukraine,Sweden,45890.0,2024-12
Ukraine,Sweden,46500.0,2025-01
Ukraine,Sweden,46995.0,2025-02
Ukraine,Sweden,26775.0,2025-03
Ukraine,Slovenia,860.0,2022-03
Ukraine,Slovenia,3815.0,2022-04
Ukraine,Slovenia,5185.0,2022-05
Ukraine,Slovenia,5665.0,2022-06
Ukraine,Slovenia,6170.0,2022-07
Ukraine,Slovenia,6595.0,2022-08
Ukraine,Slovenia,6920.0,2022-09
Ukraine,Slovenia,7100.0,2022-10
Ukraine,Slovenia,7350.0,2022-11
Ukraine,Slovenia,7600.0,2022-12
Ukraine,Slovenia,7810.0,2023-01
Ukraine,Slovenia,7950.0,2023-02
Ukraine,Slovenia,8130.0,2023-03
Ukraine,Slovenia,8275.0,2023-04
Ukraine,Slovenia,8415.0,2023-05
Ukraine,Slovenia,8525.0,2023-06
Ukraine,Slovenia,8655.0,2023-07
Ukraine,Slovenia,8775.0,2023-08
Ukraine,Slovenia,8375.0,2023-09
Ukraine,Slovenia,8530.0,2023-10
Ukraine,Slovenia,8610.0,2023-11
Ukraine,Slovenia,8665.0,2023-12
Ukraine,Slovenia,8735.0,2024-01
Ukraine,Slovenia,8800.0,2024-02
Ukraine,Slovenia,8635.0,2024-03
Ukraine,Slovenia,8990.0,2024-04
Ukraine,Slovenia,9090.0,2024-05
Ukraine,Slovenia,9175.0,2024-06
Ukraine,Slovenia,9370.0,2024-07
Ukraine,Slovenia,9575.0,2024-08
Ukraine,Slovenia,9765.0,2024-09
Ukraine,Slovenia,9905.0,2024-10
Ukraine,Slovenia,10000.0,2024-11
Ukraine,Slovenia,10040.0,2024-12
Ukraine,Slovenia,10130.0,2025-01
Ukraine,Slovenia,10200.0,2025-02
Ukraine,Slovenia,10265.0,2025-03
Ukraine,Slovakia,71605.0,2022-04
Ukraine,Slovakia,76510.0,2022-05
Ukraine,Slovakia,79960.0,2022-06
Ukraine,Slovakia,82995.0,2022-07
Ukraine,Slovakia,86420.0,2022-08
Ukraine,Slovakia,89380.0,2022-09
Ukraine,Slovakia,91710.0,2022-10
Ukraine,Slovakia,93335.0,2022-11
Ukraine,Slovakia,94975.0,2022-12
Ukraine,Slovakia,96030.0,2023-01
Ukraine,Slovakia,97400.0,2023-02
Ukraine,Slovakia,98940.0,2023-03
Ukraine,Slovakia,100070.0,2023-04
Ukraine,Slovakia,101450.0,2023-05
Ukraine,Slovakia,103360.0,2023-06
Ukraine,Slovakia,105080.0,2023-07
Ukraine,Slovakia,107020.0,2023-08
Ukraine,Slovakia,108920.0,2023-09
Ukraine,Slovakia,111005.0,2023-10
Ukraine,Slovakia,112485.0,2023-11
Ukraine,Slovakia,113590.0,2023-12
Ukraine,Slovakia,115365.0,2024-01
Ukraine,Slovakia,116800.0,2024-02
Ukraine,Slovakia,117755.0,2024-03
Ukraine,Slovakia,118990.0,2024-04
Ukraine,Slovakia,120465.0,2024-05
Ukraine,Slovakia,122180.0,2024-06
Ukraine,Slovakia,124295.0,2024-07
Ukraine,Slovakia,125195.0,2024-08
Ukraine,Slovakia,126245.0,2024-09
Ukraine,Slovakia,127620.0,2024-10
Ukraine,Slovakia,129735.0,2024-11
Ukraine,Slovakia,130790.0,2024-12
Ukraine,Slovakia,131900.0,2025-01
Ukraine,Slovakia,131990.0,2025-02
Ukraine,Slovakia,131870.0,2025-03
