reason,citizen,geo,year,Illegal Third Country Nationals
Other reason,Belarus,France,2021,30.0
Other reason,Belarus,France,2022,40.0
Other reason,Belarus,France,2023,55.0
Other reason,Belarus,Croatia,2023,5.0
Other reason,Belarus,Hungary,2021,20.0
Other reason,Belarus,Hungary,2022,20.0
Other reason,Belarus,Hungary,2023,15.0
Other reason,Belarus,Italy,2023,5.0
Other reason,Belarus,Luxembourg,2021,5.0
Other reason,Belarus,Luxembourg,2022,5.0
Other reason,Belarus,Netherlands,2021,15.0
Other reason,Belarus,Netherlands,2022,25.0
Other reason,Belarus,Netherlands,2023,5.0
Other reason,Belarus,Norway,2022,10.0
Other reason,Belarus,Norway,2023,10.0
Other reason,Belarus,Poland,2021,205.0
Other reason,Belarus,Poland,2022,415.0
Other reason,Belarus,Poland,2023,915.0
Other reason,Belarus,Romania,2023,5.0
Other reason,Belarus,Sweden,2022,70.0
Other reason,Belarus,Sweden,2023,60.0
Other reason,Belarus,Slovakia,2023,10.0
Other reason,Belize,Germany,2023,5.0
Other reason,Canada,Austria,2021,15.0
Other reason,Canada,Belgium,2022,5.0
Other reason,Canada,Belgium,2023,5.0
Other reason,Canada,Bulgaria,2021,5.0
Other reason,Canada,Germany,2022,55.0
Other reason,Canada,Germany,2023,75.0
Other reason,Canada,France,2021,10.0
Other reason,Canada,France,2022,5.0
Other reason,Canada,France,2023,10.0
Other reason,Canada,Netherlands,2021,25.0
Other reason,Canada,Netherlands,2022,10.0
Other reason,Canada,Netherlands,2023,20.0
Other reason,Canada,Norway,2022,5.0
Other reason,Canada,Norway,2023,15.0
Other reason,Canada,Romania,2022,5.0
Other reason,Canada,Sweden,2023,5.0
Other reason,Democratic Republic of the Congo,Austria,2021,25.0
Other reason,Democratic Republic of the Congo,Belgium,2021,45.0
Other reason,Democratic Republic of the Congo,Belgium,2022,65.0
Other reason,Democratic Republic of the Congo,Belgium,2023,80.0
Other reason,Democratic Republic of the Congo,Cyprus,2023,5.0
Other reason,Democratic Republic of the Congo,Germany,2022,205.0
Other reason,Democratic Republic of the Congo,Germany,2023,330.0
Other reason,Democratic Republic of the Congo,France,2021,240.0
Other reason,Democratic Republic of the Congo,France,2022,275.0
Other reason,Democratic Republic of the Congo,France,2023,265.0
Other reason,Democratic Republic of the Congo,Hungary,2021,5.0
Other reason,Democratic Republic of the Congo,Luxembourg,2021,5.0
Other reason,Democratic Republic of the Congo,Netherlands,2021,5.0
Other reason,Democratic Republic of the Congo,Netherlands,2022,5.0
Other reason,Democratic Republic of the Congo,Netherlands,2023,5.0
Other reason,Democratic Republic of the Congo,Norway,2022,10.0
Other reason,Democratic Republic of the Congo,Norway,2023,5.0
Other reason,Democratic Republic of the Congo,Poland,2022,10.0
Other reason,Democratic Republic of the Congo,Poland,2023,5.0
Other reason,Central African Republic,Germany,2022,5.0
Other reason,Central African Republic,Germany,2023,20.0
Other reason,Central African Republic,France,2021,80.0
Other reason,Central African Republic,France,2022,90.0
Other reason,Central African Republic,France,2023,95.0
Other reason,Congo,Austria,2021,15.0
Other reason,Congo,Belgium,2021,20.0
Other reason,Congo,Belgium,2022,5.0
Other reason,Congo,Belgium,2023,5.0
Other reason,Congo,Germany,2022,75.0
Other reason,Congo,Germany,2023,60.0
Other reason,Congo,France,2021,785.0
Other reason,Congo,France,2022,750.0
Other reason,Congo,France,2023,940.0
Other reason,Congo,Hungary,2021,5.0
Other reason,Congo,Netherlands,2021,5.0
Other reason,Congo,Netherlands,2022,5.0
Other reason,Congo,Netherlands,2023,5.0
Other reason,Congo,Poland,2022,15.0
Other reason,Congo,Poland,2023,5.0
Other reason,Congo,Romania,2021,5.0
Other reason,Congo,Romania,2022,15.0
Other reason,Côte d’Ivoire,Austria,2021,25.0
Other reason,Côte d’Ivoire,Belgium,2021,20.0
Other reason,Côte d’Ivoire,Belgium,2022,25.0
Other reason,Côte d’Ivoire,Belgium,2023,40.0
Other reason,Côte d’Ivoire,Germany,2022,200.0
Other reason,Côte d’Ivoire,Germany,2023,600.0
Other reason,Côte d’Ivoire,France,2021,2285.0
Other reason,Côte d’Ivoire,France,2022,2395.0
Other reason,Côte d’Ivoire,France,2023,2720.0
Other reason,Côte d’Ivoire,Italy,2023,10.0
Other reason,Côte d’Ivoire,Luxembourg,2021,5.0
Other reason,Côte d’Ivoire,Malta,2022,15.0
Other reason,Côte d’Ivoire,Malta,2023,10.0
Other reason,Côte d’Ivoire,Netherlands,2021,5.0
Other reason,Côte d’Ivoire,Netherlands,2022,15.0
Other reason,Côte d’Ivoire,Netherlands,2023,5.0
Other reason,Côte d’Ivoire,Poland,2023,5.0
Other reason,Côte d’Ivoire,Romania,2022,5.0
Other reason,Côte d’Ivoire,Romania,2023,5.0
Other reason,Chile,Belgium,2021,5.0
Other reason,Chile,Belgium,2022,10.0
Other reason,Chile,Belgium,2023,10.0
Other reason,Chile,Germany,2022,55.0
Other reason,Chile,Germany,2023,65.0
Other reason,Chile,France,2021,45.0
Other reason,Chile,France,2022,75.0
Other reason,Chile,France,2023,95.0
Other reason,Chile,Italy,2023,10.0
Other reason,Chile,Netherlands,2021,20.0
Other reason,Chile,Netherlands,2022,60.0
Other reason,Chile,Netherlands,2023,25.0
Other reason,Chile,Norway,2022,10.0
Other reason,Chile,Norway,2023,15.0
Other reason,Chile,Sweden,2022,15.0
Other reason,Chile,Sweden,2023,10.0
Other reason,Cameroon,Austria,2021,50.0
Other reason,Cameroon,Belgium,2021,80.0
Other reason,Cameroon,Belgium,2022,75.0
Other reason,Cameroon,Belgium,2023,80.0
Other reason,Cameroon,Cyprus,2023,5.0
Other reason,Cameroon,Czechia,2021,5.0
Other reason,Cameroon,Germany,2022,475.0
Other reason,Cameroon,Germany,2023,990.0
Other reason,Cameroon,Finland,2022,5.0
Other reason,Cameroon,France,2021,775.0
Other reason,Cameroon,France,2022,820.0
Other reason,Cameroon,France,2023,895.0
Other reason,Cameroon,Hungary,2021,10.0
Other reason,Cameroon,Hungary,2022,5.0
Other reason,Cameroon,Hungary,2023,5.0
Other reason,Cameroon,Italy,2022,5.0
Other reason,Cameroon,Italy,2023,5.0
Other reason,Cameroon,Luxembourg,2021,10.0
Other reason,Cameroon,Luxembourg,2022,10.0
Other reason,Cameroon,Malta,2023,5.0
Other reason,Cameroon,Netherlands,2021,5.0
Other reason,Cameroon,Netherlands,2022,15.0
Other reason,Cameroon,Netherlands,2023,5.0
Other reason,Cameroon,Norway,2022,10.0
Other reason,Cameroon,Norway,2023,5.0
Other reason,Cameroon,Poland,2021,5.0
Other reason,Cameroon,Poland,2022,20.0
Other reason,Cameroon,Poland,2023,15.0
Other reason,Cameroon,Romania,2021,20.0
Other reason,Cameroon,Romania,2022,25.0
Other reason,Cameroon,Romania,2023,25.0
Other reason,Cameroon,Sweden,2023,5.0
Other reason,China,Austria,2021,315.0
Other reason,China,Belgium,2021,45.0
Other reason,China,Belgium,2022,55.0
Other reason,China,Belgium,2023,85.0
Other reason,China,Bulgaria,2021,5.0
Other reason,China,Czechia,2021,10.0
Other reason,China,Czechia,2022,15.0
Other reason,China,Czechia,2023,5.0
Other reason,China,Germany,2022,1150.0
Other reason,China,Germany,2023,2055.0
Other reason,China,Denmark,2022,5.0
Other reason,China,Finland,2021,5.0
Other reason,China,Finland,2022,5.0
Other reason,China,France,2021,400.0
Other reason,China,France,2022,305.0
Other reason,China,France,2023,285.0
Other reason,China,Croatia,2023,10.0
Other reason,China,Hungary,2021,20.0
Other reason,China,Hungary,2022,5.0
Other reason,China,Hungary,2023,10.0
Other reason,China,Ireland,2021,10.0
Other reason,China,Ireland,2022,5.0
Other reason,China,Ireland,2023,15.0
Other reason,China,Italy,2022,20.0
Other reason,China,Italy,2023,210.0
Other reason,China,Luxembourg,2021,10.0
Other reason,China,Luxembourg,2022,25.0
Other reason,China,Malta,2022,5.0
Other reason,China,Netherlands,2021,135.0
Other reason,China,Netherlands,2022,210.0
Other reason,China,Netherlands,2023,205.0
Other reason,China,Norway,2022,20.0
Other reason,China,Norway,2023,40.0
Other reason,China,Poland,2021,10.0
Other reason,China,Poland,2022,40.0
Other reason,China,Poland,2023,35.0
Other reason,China,Portugal,2023,5.0
Other reason,China,Romania,2022,15.0
Other reason,China,Romania,2023,10.0
Other reason,China,Sweden,2023,5.0
Other reason,China,Slovenia,2021,5.0
Other reason,China,Slovenia,2022,5.0
Other reason,China,Slovenia,2023,5.0
Other reason,Colombia,Austria,2021,25.0
Other reason,Colombia,Belgium,2021,20.0
Other reason,Colombia,Belgium,2022,50.0
Other reason,Colombia,Belgium,2023,60.0
Other reason,Colombia,Germany,2022,315.0
Other reason,Colombia,Germany,2023,525.0
Other reason,Colombia,France,2021,300.0
Other reason,Colombia,France,2022,305.0
Other reason,Colombia,France,2023,455.0
Other reason,Colombia,Croatia,2023,5.0
Other reason,Colombia,Italy,2022,5.0
Other reason,Colombia,Italy,2023,5.0
Other reason,Colombia,Malta,2022,15.0
Other reason,Colombia,Malta,2023,25.0
Other reason,Colombia,Netherlands,2021,195.0
Other reason,Colombia,Netherlands,2022,275.0
Other reason,Colombia,Netherlands,2023,355.0
Other reason,Colombia,Norway,2022,25.0
Other reason,Colombia,Norway,2023,35.0
Other reason,Colombia,Poland,2022,15.0
Other reason,Colombia,Poland,2023,30.0
Other reason,Colombia,Romania,2022,5.0
Other reason,Colombia,Sweden,2021,5.0
Other reason,Colombia,Sweden,2022,25.0
Other reason,Colombia,Sweden,2023,20.0
Other reason,Costa Rica,Austria,2021,5.0
Other reason,Costa Rica,Germany,2022,15.0
Other reason,Costa Rica,Germany,2023,20.0
Other reason,Costa Rica,France,2021,5.0
Other reason,Costa Rica,France,2023,5.0
Other reason,Costa Rica,Netherlands,2021,5.0
Other reason,Costa Rica,Netherlands,2022,5.0
Other reason,Costa Rica,Netherlands,2023,5.0
Other reason,Cuba,Austria,2021,15.0
Other reason,Cuba,Belgium,2021,5.0
Other reason,Cuba,Belgium,2022,10.0
Other reason,Cuba,Belgium,2023,10.0
Other reason,Cuba,Bulgaria,2021,5.0
Other reason,Cuba,Germany,2022,195.0
Other reason,Cuba,Germany,2023,225.0
Other reason,Cuba,France,2021,170.0
Other reason,Cuba,France,2022,250.0
Other reason,Cuba,France,2023,205.0
Other reason,Cuba,Hungary,2021,5.0
Other reason,Cuba,Italy,2022,20.0
Other reason,Cuba,Italy,2023,10.0
Other reason,Cuba,Netherlands,2021,5.0
Other reason,Cuba,Netherlands,2022,10.0
Other reason,Cuba,Netherlands,2023,5.0
Other reason,Cuba,Poland,2022,5.0
Other reason,Cuba,Poland,2023,10.0
Other reason,Cuba,Romania,2022,5.0
Other reason,Cuba,Romania,2023,10.0
Other reason,Cuba,Sweden,2023,5.0
Other reason,Cabo Verde,Belgium,2021,5.0
Other reason,Cabo Verde,Belgium,2022,5.0
Other reason,Cabo Verde,Belgium,2023,5.0
Other reason,Cabo Verde,Germany,2022,5.0
Other reason,Cabo Verde,Germany,2023,5.0
Other reason,Cabo Verde,France,2021,230.0
Other reason,Cabo Verde,France,2022,175.0
Other reason,Cabo Verde,France,2023,200.0
Other reason,Cabo Verde,Luxembourg,2021,15.0
Other reason,Cabo Verde,Luxembourg,2022,15.0
Other reason,Cabo Verde,Luxembourg,2023,5.0
Other reason,Cabo Verde,Netherlands,2022,5.0
Other reason,Djibouti,Belgium,2022,5.0
Other reason,Djibouti,Germany,2022,30.0
Other reason,Djibouti,Germany,2023,20.0
Other reason,Djibouti,France,2021,10.0
Other reason,Djibouti,France,2022,10.0
Other reason,Djibouti,France,2023,10.0
Other reason,Dominica,Belgium,2021,5.0
Other reason,Dominica,Bulgaria,2021,5.0
Other reason,Dominica,Germany,2022,15.0
Other reason,Dominica,Germany,2023,20.0
Other reason,Dominica,France,2021,5.0
Other reason,Dominica,France,2022,5.0
Other reason,Dominican Republic,Austria,2021,15.0
Other reason,Dominican Republic,Belgium,2021,10.0
Other reason,Dominican Republic,Belgium,2022,10.0
Other reason,Dominican Republic,Belgium,2023,10.0
Other reason,Dominican Republic,Bulgaria,2021,5.0
Other reason,Dominican Republic,Germany,2022,65.0
Other reason,Dominican Republic,Germany,2023,60.0
Other reason,Dominican Republic,France,2021,55.0
Other reason,Dominican Republic,France,2022,25.0
Other reason,Dominican Republic,France,2023,40.0
Other reason,Dominican Republic,Italy,2023,5.0
Other reason,Dominican Republic,Netherlands,2021,15.0
Other reason,Dominican Republic,Netherlands,2022,10.0
Other reason,Dominican Republic,Netherlands,2023,5.0
Other reason,Dominican Republic,Norway,2022,5.0
Other reason,Dominican Republic,Norway,2023,5.0
Other reason,Algeria,Austria,2021,570.0
Other reason,Algeria,Belgium,2021,1950.0
Other reason,Algeria,Belgium,2022,2110.0
Other reason,Algeria,Belgium,2023,1840.0
Other reason,Algeria,Bulgaria,2021,15.0
Other reason,Algeria,Czechia,2021,25.0
Other reason,Algeria,Czechia,2022,10.0
Other reason,Algeria,Germany,2022,3205.0
Other reason,Algeria,Germany,2023,3710.0
Other reason,Algeria,France,2021,23510.0
Other reason,Algeria,France,2022,30805.0
Other reason,Algeria,France,2023,30005.0
Other reason,Algeria,Croatia,2023,5.0
Other reason,Algeria,Hungary,2021,5.0
Other reason,Algeria,Italy,2022,15.0
Other reason,Algeria,Italy,2023,30.0
Other reason,Algeria,Luxembourg,2021,170.0
Other reason,Algeria,Luxembourg,2022,190.0
Other reason,Algeria,Luxembourg,2023,30.0
Other reason,Algeria,Malta,2022,5.0
Other reason,Algeria,Netherlands,2021,135.0
Other reason,Algeria,Netherlands,2022,165.0
Other reason,Algeria,Netherlands,2023,100.0
Other reason,Algeria,Norway,2022,10.0
Other reason,Algeria,Norway,2023,5.0
Other reason,Algeria,Poland,2021,20.0
Other reason,Algeria,Poland,2022,5.0
Other reason,Algeria,Poland,2023,25.0
Other reason,Algeria,Portugal,2021,10.0
Other reason,Algeria,Portugal,2022,5.0
Other reason,Algeria,Portugal,2023,5.0
Other reason,Algeria,Romania,2021,255.0
Other reason,Algeria,Romania,2022,20.0
Other reason,Algeria,Romania,2023,20.0
Other reason,Algeria,Sweden,2022,20.0
Other reason,Algeria,Sweden,2023,15.0
Other reason,Algeria,Slovenia,2022,5.0
Other reason,Algeria,Slovenia,2023,5.0
Other reason,Ecuador,Austria,2021,10.0
Other reason,Ecuador,Belgium,2021,10.0
Other reason,Ecuador,Belgium,2022,10.0
Other reason,Ecuador,Belgium,2023,10.0
Other reason,Ecuador,Bulgaria,2021,5.0
Other reason,Ecuador,Germany,2022,35.0
Other reason,Ecuador,Germany,2023,50.0
Other reason,Ecuador,France,2021,50.0
Other reason,Ecuador,France,2022,25.0
Other reason,Ecuador,France,2023,40.0
Other reason,Ecuador,Italy,2023,5.0
Other reason,Ecuador,Netherlands,2021,15.0
Other reason,Ecuador,Netherlands,2022,30.0
Other reason,Ecuador,Netherlands,2023,25.0
Other reason,Ecuador,Poland,2022,5.0
Other reason,Egypt,Austria,2021,1035.0
Other reason,Egypt,Belgium,2021,60.0
Other reason,Egypt,Belgium,2022,55.0
Other reason,Egypt,Belgium,2023,70.0
Other reason,Egypt,Bulgaria,2021,5.0
Other reason,Egypt,Czechia,2021,5.0
Other reason,Egypt,Germany,2022,1005.0
Other reason,Egypt,Germany,2023,1355.0
Other reason,Egypt,France,2021,1815.0
Other reason,Egypt,France,2022,2020.0
Other reason,Egypt,France,2023,2205.0
Other reason,Egypt,Hungary,2021,5.0
Other reason,Egypt,Hungary,2022,5.0
Other reason,Egypt,Ireland,2023,5.0
Other reason,Egypt,Italy,2022,25.0
Other reason,Egypt,Italy,2023,40.0
Other reason,Egypt,Malta,2022,15.0
Other reason,Egypt,Malta,2023,5.0
Other reason,Egypt,Netherlands,2021,40.0
Other reason,Egypt,Netherlands,2022,45.0
Other reason,Egypt,Netherlands,2023,35.0
Other reason,Egypt,Norway,2022,5.0
Other reason,Egypt,Norway,2023,5.0
Other reason,Egypt,Poland,2021,20.0
Other reason,Egypt,Poland,2022,30.0
Other reason,Egypt,Poland,2023,35.0
Other reason,Egypt,Romania,2021,75.0
Other reason,Egypt,Romania,2022,150.0
Other reason,Egypt,Romania,2023,455.0
Other reason,Egypt,Sweden,2022,5.0
Other reason,Egypt,Sweden,2023,20.0
Other reason,Western Sahara,Belgium,2021,5.0
Other reason,Western Sahara,Belgium,2023,20.0
Other reason,Eritrea,Austria,2021,50.0
Other reason,Eritrea,Belgium,2021,995.0
Other reason,Eritrea,Belgium,2022,430.0
Other reason,Eritrea,Belgium,2023,290.0
Other reason,Eritrea,Germany,2022,570.0
Other reason,Eritrea,Germany,2023,760.0
Other reason,Eritrea,France,2021,8435.0
Other reason,Eritrea,France,2022,2730.0
Other reason,Eritrea,France,2023,2030.0
Other reason,Eritrea,Italy,2022,5.0
Other reason,Eritrea,Italy,2023,10.0
Other reason,Eritrea,Luxembourg,2021,80.0
Other reason,Eritrea,Luxembourg,2022,5.0
Other reason,Eritrea,Malta,2021,5.0
Other reason,Eritrea,Malta,2022,5.0
Other reason,Eritrea,Malta,2023,5.0
Other reason,Eritrea,Netherlands,2021,65.0
Other reason,Eritrea,Netherlands,2022,20.0
Other reason,Eritrea,Netherlands,2023,15.0
Other reason,Eritrea,Norway,2022,50.0
Other reason,Eritrea,Norway,2023,40.0
Other reason,Eritrea,Poland,2021,5.0
Other reason,Eritrea,Poland,2022,10.0
Other reason,Eritrea,Poland,2023,25.0
Other reason,Eritrea,Romania,2021,70.0
Other reason,Eritrea,Romania,2022,20.0
Other reason,Eritrea,Romania,2023,30.0
Other reason,Eritrea,Sweden,2022,5.0
Other reason,Eritrea,Sweden,2023,35.0
Other reason,Ethiopia,Austria,2021,20.0
Other reason,Ethiopia,Belgium,2021,45.0
Other reason,Ethiopia,Belgium,2022,75.0
Other reason,Ethiopia,Belgium,2023,65.0
Other reason,Ethiopia,Germany,2022,560.0
Other reason,Ethiopia,Germany,2023,715.0
Other reason,Ethiopia,France,2021,340.0
Other reason,Ethiopia,France,2022,265.0
Other reason,Ethiopia,France,2023,380.0
Other reason,Ethiopia,Luxembourg,2021,5.0
Other reason,Ethiopia,Luxembourg,2022,10.0
Other reason,Ethiopia,Malta,2023,15.0
Other reason,Ethiopia,Netherlands,2021,5.0
Other reason,Ethiopia,Netherlands,2023,5.0
Other reason,Ethiopia,Norway,2022,25.0
Other reason,Ethiopia,Norway,2023,15.0
Other reason,Ethiopia,Poland,2022,20.0
Other reason,Ethiopia,Poland,2023,25.0
Other reason,Ethiopia,Romania,2021,15.0
Other reason,Ethiopia,Romania,2022,55.0
Other reason,Ethiopia,Romania,2023,380.0
Other reason,Ethiopia,Sweden,2023,5.0
Other reason,Gabon,Austria,2021,5.0
Other reason,Gabon,Belgium,2021,5.0
Other reason,Gabon,Belgium,2023,5.0
Other reason,Gabon,Germany,2022,5.0
Other reason,Gabon,Germany,2023,5.0
Other reason,Gabon,France,2021,320.0
Other reason,Gabon,France,2022,495.0
Other reason,Gabon,France,2023,385.0
Other reason,Georgia,Austria,2021,225.0
Other reason,Georgia,Belgium,2021,100.0
Other reason,Georgia,Belgium,2022,255.0
Other reason,Georgia,Belgium,2023,190.0
Other reason,Georgia,Bulgaria,2021,15.0
Other reason,Georgia,Czechia,2021,110.0
Other reason,Georgia,Czechia,2022,120.0
Other reason,Georgia,Czechia,2023,20.0
Other reason,Georgia,Germany,2022,8100.0
Other reason,Georgia,Germany,2023,8080.0
Other reason,Georgia,Finland,2021,5.0
Other reason,Georgia,France,2021,1875.0
Other reason,Georgia,France,2022,2400.0
Other reason,Georgia,France,2023,3075.0
Other reason,Georgia,Croatia,2023,10.0
Other reason,Georgia,Hungary,2021,55.0
Other reason,Georgia,Hungary,2022,60.0
Other reason,Georgia,Hungary,2023,175.0
Other reason,Georgia,Italy,2022,115.0
Other reason,Georgia,Italy,2023,100.0
Other reason,Georgia,Luxembourg,2021,30.0
Other reason,Georgia,Luxembourg,2022,35.0
Other reason,Georgia,Malta,2022,15.0
Other reason,Georgia,Netherlands,2021,200.0
Other reason,Georgia,Netherlands,2022,360.0
Other reason,Georgia,Netherlands,2023,295.0
Other reason,Georgia,Norway,2022,50.0
Other reason,Georgia,Norway,2023,35.0
Other reason,Georgia,Poland,2021,440.0
Other reason,Georgia,Poland,2022,670.0
Other reason,Georgia,Poland,2023,730.0
Other reason,Georgia,Romania,2021,5.0
Other reason,Georgia,Sweden,2021,5.0
Other reason,Georgia,Sweden,2022,220.0
Other reason,Georgia,Sweden,2023,160.0
Other reason,Georgia,Slovenia,2021,5.0
Other reason,Georgia,Slovakia,2023,5.0
Other reason,Ghana,Austria,2021,95.0
Other reason,Ghana,Belgium,2021,50.0
Other reason,Ghana,Belgium,2022,45.0
Other reason,Ghana,Belgium,2023,60.0
Other reason,Ghana,Germany,2022,880.0
Other reason,Ghana,Germany,2023,900.0
Other reason,Ghana,Finland,2021,5.0
Other reason,Ghana,Finland,2022,5.0
Other reason,Ghana,France,2021,145.0
Other reason,Ghana,France,2022,130.0
Other reason,Ghana,France,2023,125.0
Other reason,Ghana,Hungary,2021,5.0
Other reason,Ghana,Hungary,2022,5.0
Other reason,Ghana,Italy,2022,10.0
Other reason,Ghana,Italy,2023,5.0
Other reason,Ghana,Malta,2021,15.0
Other reason,Ghana,Malta,2022,150.0
Other reason,Ghana,Malta,2023,170.0
Other reason,Ghana,Netherlands,2021,70.0
Other reason,Ghana,Netherlands,2022,55.0
Other reason,Ghana,Netherlands,2023,60.0
Other reason,Ghana,Norway,2022,15.0
Other reason,Ghana,Norway,2023,20.0
Other reason,Ghana,Poland,2022,10.0
Other reason,Ghana,Poland,2023,5.0
Other reason,Ghana,Romania,2021,5.0
Other reason,Ghana,Romania,2022,25.0
Other reason,Ghana,Romania,2023,15.0
Other reason,Ghana,Sweden,2022,10.0
Other reason,Ghana,Sweden,2023,10.0
Other reason,"Gambia, The",Austria,2021,150.0
Other reason,"Gambia, The",Belgium,2021,20.0
Other reason,"Gambia, The",Belgium,2022,25.0
Other reason,"Gambia, The",Belgium,2023,25.0
Other reason,"Gambia, The",Germany,2022,755.0
Other reason,"Gambia, The",Germany,2023,675.0
Other reason,"Gambia, The",Finland,2022,5.0
Other reason,"Gambia, The",France,2021,445.0
Other reason,"Gambia, The",France,2022,340.0
Other reason,"Gambia, The",France,2023,380.0
Other reason,"Gambia, The",Italy,2022,5.0
Other reason,"Gambia, The",Italy,2023,30.0
Other reason,"Gambia, The",Luxembourg,2021,10.0
Other reason,"Gambia, The",Malta,2021,25.0
Other reason,"Gambia, The",Malta,2022,95.0
Other reason,"Gambia, The",Malta,2023,120.0
Other reason,"Gambia, The",Netherlands,2021,10.0
Other reason,"Gambia, The",Netherlands,2022,10.0
Other reason,"Gambia, The",Netherlands,2023,15.0
Other reason,"Gambia, The",Norway,2022,5.0
Other reason,"Gambia, The",Norway,2023,10.0
Other reason,"Gambia, The",Poland,2022,5.0
Other reason,"Gambia, The",Poland,2023,5.0
Other reason,"Gambia, The",Romania,2023,5.0
Other reason,"Gambia, The",Sweden,2022,45.0
Other reason,"Gambia, The",Sweden,2023,20.0
Other reason,Guinea,Austria,2021,35.0
Other reason,Guinea,Belgium,2021,90.0
Other reason,Guinea,Belgium,2022,115.0
Other reason,Guinea,Belgium,2023,120.0
Other reason,Guinea,Germany,2022,700.0
Other reason,Guinea,Germany,2023,1390.0
Other reason,Guinea,France,2021,2480.0
Other reason,Guinea,France,2022,2605.0
Other reason,Guinea,France,2023,3500.0
Other reason,Guinea,Hungary,2021,5.0
Other reason,Guinea,Italy,2023,5.0
Other reason,Guinea,Luxembourg,2021,10.0
Other reason,Guinea,Luxembourg,2022,10.0
Other reason,Guinea,Malta,2021,5.0
Other reason,Guinea,Malta,2022,10.0
Other reason,Guinea,Malta,2023,15.0
Other reason,Guinea,Netherlands,2021,20.0
Other reason,Guinea,Netherlands,2022,20.0
Other reason,Guinea,Netherlands,2023,15.0
Other reason,Guinea,Poland,2022,10.0
Other reason,Guinea,Portugal,2021,5.0
Other reason,Guinea,Romania,2021,5.0
Other reason,Guinea,Romania,2022,25.0
Other reason,Guinea,Romania,2023,30.0
Other reason,Guinea,Sweden,2023,5.0
Other reason,Equatorial Guinea,Germany,2022,5.0
Other reason,Equatorial Guinea,Germany,2023,20.0
Other reason,Equatorial Guinea,France,2021,5.0
Other reason,Equatorial Guinea,France,2022,10.0
Other reason,Equatorial Guinea,France,2023,5.0
Other reason,Equatorial Guinea,Romania,2023,5.0
Other reason,Equatorial Guinea,Sweden,2023,5.0
Other reason,Guatemala,Germany,2022,15.0
Other reason,Guatemala,Germany,2023,20.0
Other reason,Guatemala,France,2021,5.0
Other reason,Guatemala,France,2022,5.0
Other reason,Guatemala,France,2023,15.0
Other reason,Guatemala,Netherlands,2021,10.0
Other reason,Guatemala,Netherlands,2022,10.0
Other reason,Guatemala,Netherlands,2023,10.0
Other reason,Guinea-Bissau,Austria,2021,15.0
Other reason,Guinea-Bissau,Belgium,2021,5.0
Other reason,Guinea-Bissau,Belgium,2022,10.0
Other reason,Guinea-Bissau,Belgium,2023,15.0
Other reason,Guinea-Bissau,Germany,2022,135.0
Other reason,Guinea-Bissau,Germany,2023,155.0
Other reason,Guinea-Bissau,France,2021,25.0
Other reason,Guinea-Bissau,France,2022,30.0
Other reason,Guinea-Bissau,France,2023,15.0
Other reason,Guinea-Bissau,Hungary,2021,5.0
Other reason,Guinea-Bissau,Luxembourg,2021,5.0
Other reason,Guinea-Bissau,Netherlands,2023,5.0
Other reason,Guinea-Bissau,Portugal,2021,5.0
Other reason,Guyana,Belgium,2022,10.0
Other reason,Guyana,France,2021,5.0
Other reason,Guyana,France,2022,10.0
Other reason,Guyana,France,2023,5.0
Other reason,Guyana,Netherlands,2023,5.0
Other reason,Honduras,Belgium,2022,5.0
Other reason,Honduras,Germany,2022,30.0
Other reason,Honduras,Germany,2023,25.0
Other reason,Honduras,France,2021,15.0
Other reason,Honduras,France,2022,5.0
Other reason,Honduras,France,2023,10.0
Other reason,Honduras,Netherlands,2021,95.0
Other reason,Honduras,Netherlands,2022,50.0
Other reason,Honduras,Netherlands,2023,10.0
Other reason,Croatia,Austria,2022,
Other reason,Croatia,Belgium,2022,
Other reason,Croatia,Belgium,2023,
Other reason,Croatia,Bulgaria,2022,
Other reason,Croatia,Bulgaria,2023,
Other reason,Croatia,Switzerland,2020,
Other reason,Croatia,Switzerland,2021,
Other reason,Croatia,Switzerland,2022,
Other reason,Croatia,Switzerland,2023,
Other reason,Croatia,Cyprus,2022,
Other reason,Croatia,Cyprus,2023,
Other reason,Croatia,Czechia,2022,
Other reason,Croatia,Czechia,2023,
Other reason,Croatia,Germany,2022,
Other reason,Croatia,Germany,2023,
Other reason,Croatia,Denmark,2022,
Other reason,Croatia,Estonia,2022,
Other reason,Croatia,Estonia,2023,
Other reason,Croatia,Greece,2022,
Other reason,Croatia,Greece,2023,
Other reason,Croatia,Spain,2022,
Other reason,Croatia,Spain,2023,
Other reason,Croatia,Finland,2022,
Other reason,Croatia,Finland,2023,
Other reason,Croatia,Croatia,2022,
Other reason,Croatia,Croatia,2023,
Other reason,Croatia,Hungary,2022,
Other reason,Croatia,Hungary,2023,
Other reason,Croatia,Ireland,2019,
Other reason,Croatia,Ireland,2020,
Other reason,Croatia,Ireland,2021,
Other reason,Croatia,Ireland,2022,
Other reason,Croatia,Ireland,2023,
Other reason,Croatia,Iceland,2021,
Other reason,Croatia,Italy,2021,
Other reason,Croatia,Italy,2022,
Other reason,Croatia,Italy,2023,
Other reason,Croatia,Liechtenstein,2022,
Other reason,Croatia,Liechtenstein,2023,
Other reason,Croatia,Lithuania,2021,
Other reason,Croatia,Lithuania,2022,
Other reason,Croatia,Lithuania,2023,
Other reason,Croatia,Luxembourg,2022,
