geo,Number in 1000 persons,year,Sex
Luxembourg,259.4,2016,Total
Luxembourg,269.9,2017,Total
Luxembourg,278.4,2018,Total
Luxembourg,287.3,2019,Total
Luxembourg,290.0,2020,Total
Luxembourg,302.8,2021,Total
Luxembourg,308.7,2022,Total
Luxembourg,317.7,2023,Total
Luxembourg,320.1,2024,Total
Latvia,957.8,1998,Total
Latvia,941.9,1999,Total
Latvia,918.2,2000,Total
Latvia,910.4,2001,Total
Latvia,925.3,2002,Total
Latvia,930.9,2003,Total
Latvia,927.5,2004,Total
Latvia,942.4,2005,Total
Latvia,991.6,2006,Total
Latvia,1015.6,2007,Total
Latvia,1008.8,2008,Total
Latvia,876.8,2009,Total
Latvia,828.8,2010,Total
Latvia,840.6,2011,Total
Latvia,851.8,2012,Total
Latvia,866.5,2013,Total
Latvia,858.6,2014,Total
Latvia,867.9,2015,Total
Latvia,862.3,2016,Total
Latvia,861.9,2017,Total
Latvia,873.3,2018,Total
Latvia,870.3,2019,Total
Latvia,852.2,2020,Total
Latvia,822.0,2021,Total
Latvia,840.0,2022,Total
Latvia,833.4,2023,Total
Latvia,824.6,2024,Total
Montenegro,193.3,2011,Total
Montenegro,198.1,2012,Total
Montenegro,199.9,2013,Total
Montenegro,213.2,2014,Total
Montenegro,217.0,2015,Total
Montenegro,219.3,2016,Total
Montenegro,223.9,2017,Total
Montenegro,231.1,2018,Total
Montenegro,237.3,2019,Total
Montenegro,213.3,2020,Total
North Macedonia,563.0,2006,Total
North Macedonia,582.6,2007,Total
North Macedonia,601.9,2008,Total
North Macedonia,623.1,2009,Total
North Macedonia,630.1,2010,Total
North Macedonia,638.9,2011,Total
North Macedonia,643.5,2012,Total
North Macedonia,673.0,2013,Total
North Macedonia,685.4,2014,Total
North Macedonia,697.2,2015,Total
North Macedonia,714.0,2016,Total
North Macedonia,733.4,2017,Total
North Macedonia,748.0,2018,Total
North Macedonia,788.2,2019,Total
North Macedonia,784.0,2020,Total
Malta,142.4,2000,Total
Malta,146.2,2001,Total
Malta,147.9,2002,Total
Malta,147.8,2003,Total
Malta,145.3,2004,Total
Malta,148.3,2005,Total
Malta,150.2,2006,Total
Malta,154.5,2007,Total
Malta,157.7,2008,Total
Malta,157.9,2009,Total
Malta,160.5,2010,Total
Malta,164.4,2011,Total
Malta,170.7,2012,Total
Malta,178.6,2013,Total
Malta,186.8,2014,Total
Malta,194.4,2015,Total
Malta,204.6,2016,Total
Malta,216.8,2017,Total
Malta,232.8,2018,Total
Malta,247.0,2019,Total
Malta,253.4,2020,Total
Malta,260.5,2021,Total
Malta,277.3,2022,Total
Malta,296.5,2023,Total
Malta,312.7,2024,Total
Netherlands,6727.6,1995,Total
Netherlands,6873.7,1996,Total
Netherlands,7125.9,1997,Total
Netherlands,7347.1,1998,Total
Netherlands,7551.6,1999,Total
Netherlands,7806.5,2000,Total
Netherlands,7995.9,2001,Total
Netherlands,8091.9,2002,Total
Netherlands,8051.9,2003,Total
Netherlands,8004.2,2004,Total
Netherlands,7726.3,2005,Total
Netherlands,7837.6,2006,Total
Netherlands,8057.4,2007,Total
Netherlands,8241.2,2008,Total
Netherlands,8220.3,2009,Total
Netherlands,8144.8,2010,Total
Netherlands,8152.2,2011,Total
Netherlands,8174.5,2012,Total
Netherlands,8103.6,2013,Total
Netherlands,8028.5,2014,Total
Netherlands,8115.5,2015,Total
Netherlands,8223.4,2016,Total
Netherlands,8376.4,2017,Total
Netherlands,8543.3,2018,Total
Netherlands,8689.2,2019,Total
Netherlands,8681.0,2020,Total
Netherlands,8975.1,2021,Total
Netherlands,9233.9,2022,Total
Netherlands,9386.9,2023,Total
Netherlands,9412.9,2024,Total
Norway,2006.9,1995,Total
Norway,2074.6,1996,Total
Norway,2133.8,1997,Total
Norway,2201.6,1998,Total
Norway,2218.2,1999,Total
Norway,2238.5,2000,Total
Norway,2241.3,2001,Total
Norway,2257.7,2002,Total
Norway,2224.8,2003,Total
Norway,2233.3,2004,Total
Norway,2242.9,2005,Total
Norway,2307.7,2006,Total
Norway,2383.3,2007,Total
Norway,2457.4,2008,Total
Norway,2437.4,2009,Total
Norway,2431.7,2010,Total
Norway,2460.5,2011,Total
Norway,2505.5,2012,Total
Norway,2519.7,2013,Total
Norway,2536.6,2014,Total
Norway,2544.5,2015,Total
Norway,2544.6,2016,Total
Norway,2549.6,2017,Total
Norway,2587.4,2018,Total
Norway,2615.8,2019,Total
Norway,2605.2,2020,Total
Norway,2657.9,2021,Total
Norway,2729.3,2022,Total
Norway,2752.9,2023,Total
Norway,2767.4,2024,Total
Poland,14636.5,1997,Total
Poland,14878.4,1998,Total
Poland,14522.5,1999,Total
Poland,14145.4,2000,Total
Poland,13906.4,2001,Total
Poland,13508.8,2002,Total
Poland,13379.5,2003,Total
Poland,13420.0,2004,Total
Poland,13834.2,2005,Total
Poland,14338.4,2006,Total
Poland,14996.5,2007,Total
Poland,15557.4,2008,Total
Poland,15629.5,2009,Total
Poland,15233.0,2010,Total
Poland,15312.8,2011,Total
Poland,15340.3,2012,Total
Poland,15313.3,2013,Total
Poland,15591.0,2014,Total
Poland,15811.6,2015,Total
Poland,15901.8,2016,Total
Poland,16078.8,2017,Total
Poland,16133.4,2018,Total
Poland,16549.3,2019,Total
Poland,16557.0,2020,Total
Poland,16742.9,2021,Total
Poland,16811.0,2022,Total
Poland,16865.1,2023,Total
Poland,16771.3,2024,Total
Portugal,4209.8,1995,Total
Portugal,4192.2,1996,Total
Portugal,4254.2,1997,Total
Portugal,4589.4,1998,Total
Portugal,4642.6,1999,Total
Portugal,4724.3,2000,Total
Portugal,4799.0,2001,Total
Portugal,4836.8,2002,Total
Portugal,4770.2,2003,Total
Portugal,4751.0,2004,Total
Portugal,4723.0,2005,Total
Portugal,4750.6,2006,Total
Portugal,4756.1,2007,Total
Portugal,4785.7,2008,Total
Portugal,4644.9,2009,Total
Portugal,4576.5,2010,Total
Portugal,4446.6,2011,Total
Portugal,4248.4,2012,Total
Portugal,4152.3,2013,Total
Portugal,4254.8,2014,Total
Portugal,4313.2,2015,Total
Portugal,4380.4,2016,Total
Portugal,4524.6,2017,Total
Portugal,4627.3,2018,Total
Portugal,4664.0,2019,Total
Portugal,4552.5,2020,Total
Portugal,4596.6,2021,Total
Portugal,4727.0,2022,Total
Portugal,4823.0,2023,Total
Portugal,4882.2,2024,Total
Romania,10175.6,1997,Total
Romania,10013.3,1998,Total
Romania,9869.7,1999,Total
Romania,9765.0,2000,Total
Romania,9674.1,2001,Total
Romania,8974.5,2002,Total
Romania,8764.5,2003,Total
Romania,8787.5,2004,Total
Romania,8651.3,2005,Total
Romania,8837.6,2006,Total
Romania,8842.5,2007,Total
Romania,8882.2,2008,Total
Romania,8804.7,2009,Total
Romania,8306.7,2010,Total
Romania,8139.4,2011,Total
Romania,8221.6,2012,Total
Romania,8178.9,2013,Total
Romania,8254.4,2014,Total
Romania,8234.8,2015,Total
Romania,8166.1,2016,Total
Romania,8363.2,2017,Total
Romania,8381.8,2018,Total
Romania,8407.9,2019,Total
Romania,8272.2,2020,Total
Romania,7667.6,2021,Total
Romania,7728.3,2022,Total
Romania,7613.5,2023,Total
Romania,7771.4,2024,Total
Serbia,2273.9,2010,Total
Serbia,2161.9,2011,Total
Serbia,2134.9,2012,Total
Serbia,2187.5,2013,Total
Serbia,2443.0,2014,Total
Serbia,2470.0,2015,Total
Serbia,2579.5,2016,Total
Serbia,2647.9,2017,Total
Serbia,2685.4,2018,Total
Serbia,2733.2,2019,Total
Serbia,2724.1,2020,Total
Serbia,2643.3,2021,Total
Serbia,2706.6,2022,Total
Serbia,2710.9,2023,Total
Serbia,2747.9,2024,Total
Sweden,3980.5,1995,Total
Sweden,3926.0,1996,Total
Sweden,3859.6,1997,Total
Sweden,3884.8,1998,Total
Sweden,3997.6,1999,Total
Sweden,4050.4,2000,Total
Sweden,4266.9,2001,Total
Sweden,4271.5,2002,Total
Sweden,4278.9,2003,Total
Sweden,4240.8,2004,Total
Sweden,4263.2,2005,Total
Sweden,4351.9,2006,Total
Sweden,4453.3,2007,Total
Sweden,4493.8,2008,Total
Sweden,4391.4,2009,Total
Sweden,4403.1,2010,Total
Sweden,4498.1,2011,Total
Sweden,4509.6,2012,Total
Sweden,4554.3,2013,Total
Sweden,4597.5,2014,Total
Sweden,4659.9,2015,Total
Sweden,4735.6,2016,Total
Sweden,4833.9,2017,Total
Sweden,4910.2,2018,Total
Sweden,4938.5,2019,Total
Sweden,4862.6,2020,Total
Sweden,4841.9,2021,Total
Sweden,4996.3,2022,Total
Sweden,5059.0,2023,Total
Sweden,5024.0,2024,Total
Slovenia,856.9,1996,Total
Slovenia,868.7,1997,Total
Slovenia,878.0,1998,Total
Slovenia,862.5,1999,Total
Slovenia,872.9,2000,Total
Slovenia,890.3,2001,Total
Slovenia,899.9,2002,Total
Slovenia,877.1,2003,Total
Slovenia,924.3,2004,Total
Slovenia,924.9,2005,Total
Slovenia,936.7,2006,Total
Slovenia,957.0,2007,Total
Slovenia,975.2,2008,Total
Slovenia,954.8,2009,Total
Slovenia,941.5,2010,Total
Slovenia,914.8,2011,Total
Slovenia,906.5,2012,Total
Slovenia,888.1,2013,Total
Slovenia,892.5,2014,Total
Slovenia,901.6,2015,Total
Slovenia,902.5,2016,Total
Slovenia,943.5,2017,Total
Slovenia,961.9,2018,Total
Slovenia,969.7,2019,Total
Slovenia,964.7,2020,Total
Slovenia,954.3,2021,Total
Slovenia,966.6,2022,Total
Slovenia,970.4,2023,Total
Slovenia,980.4,2024,Total
Slovakia,2194.4,1998,Total
Slovakia,2121.2,1999,Total
Slovakia,2078.3,2000,Total
Slovakia,2110.1,2001,Total
Slovakia,2105.9,2002,Total
Slovakia,2159.9,2003,Total
Slovakia,2141.4,2004,Total
Slovakia,2207.1,2005,Total
Slovakia,2295.2,2006,Total
Slovakia,2350.5,2007,Total
Slovakia,2423.4,2008,Total
Slovakia,2356.6,2009,Total
Slovakia,2307.2,2010,Total
Slovakia,2303.2,2011,Total
Slovakia,2317.2,2012,Total
Slovakia,2317.7,2013,Total
Slovakia,2349.2,2014,Total
Slovakia,2405.1,2015,Total
Slovakia,2471.7,2016,Total
Slovakia,2502.1,2017,Total
Slovakia,2533.3,2018,Total
Slovakia,2543.8,2019,Total
Slovakia,2490.9,2020,Total
Slovakia,2521.7,2021,Total
Slovakia,2559.9,2022,Total
Slovakia,2559.9,2023,Total
Slovakia,2562.6,2024,Total
Türkiye,19884.6,2006,Total
Türkiye,20218.7,2007,Total
Türkiye,20633.3,2008,Total
Türkiye,20697.6,2009,Total
Türkiye,22002.6,2010,Total
Türkiye,23450.0,2011,Total
Türkiye,24170.9,2012,Total
Türkiye,24855.5,2013,Total
Türkiye,25257.3,2014,Total
Türkiye,25885.5,2015,Total
Türkiye,26471.8,2016,Total
Türkiye,27393.0,2017,Total
Türkiye,27881.8,2018,Total
Türkiye,27229.9,2019,Total
Türkiye,26052.9,2020,Total
Türkiye,27928.4,2021,Total
Türkiye,29755.2,2022,Total
Türkiye,30598.3,2023,Total
Türkiye,31470.8,2024,Total
United Kingdom,25542.6,1995,Total
United Kingdom,25859.9,1996,Total
United Kingdom,26312.8,1997,Total
United Kingdom,26607.9,1998,Total
United Kingdom,26409.5,1999,Total
United Kingdom,26804.4,2000,Total
United Kingdom,27114.2,2001,Total
United Kingdom,27253.7,2002,Total
United Kingdom,27516.8,2003,Total
United Kingdom,27763.2,2004,Total
United Kingdom,28162.4,2005,Total
United Kingdom,28417.3,2006,Total
United Kingdom,28621.9,2007,Total
United Kingdom,28827.3,2008,Total
United Kingdom,28318.6,2009,Total
United Kingdom,28289.6,2010,Total
United Kingdom,28404.2,2011,Total
United Kingdom,28649.9,2012,Total
United Kingdom,28916.6,2013,Total
United Kingdom,29558.8,2014,Total
United Kingdom,30019.6,2015,Total
United Kingdom,30443.6,2016,Total
United Kingdom,30785.5,2017,Total
United Kingdom,31112.0,2018,Total
United Kingdom,31382.2,2019,Total
