geo,In thousand persons,year,Sex,Sector,workers_per_population
Czechia,15.8,2010,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.1510214786952662
Czechia,1.1,2010,Total,Activities of extraterritorial organisations and bodies,0.010514153580050178
Czechia,142.5,2011,Total,"Agriculture, forestry and fishing",1.3588600680231047
Czechia,46.0,2011,Total,Mining and quarrying,0.43864956581798464
Czechia,1276.7,2011,Total,Manufacturing,12.17443262347437
Czechia,56.7,2011,Total,"Electricity, gas, steam and air conditioning supply",0.5406832691712985
Czechia,50.1,2011,Total,"Water supply; sewerage, waste management and remediation activities",0.47774659233654415
Czechia,426.7,2011,Total,Construction,4.0689515159681315
Czechia,589.1,2011,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.617575200508147
Czechia,319.9,2011,Total,Transportation and storage,3.050521654460289
Czechia,183.0,2011,Total,Accommodation and food service activities,1.7450624031454607
Czechia,144.0,2011,Total,Information and communication,1.3731638582128214
Czechia,120.9,2011,Total,Financial and insurance activities,1.1528854892911813
Czechia,40.2,2011,Total,Real estate activities,0.38334157708441263
Czechia,188.4,2011,Total,"Professional, scientific and technical activities",1.7965560478284415
Czechia,110.3,2011,Total,Administrative and support service activities,1.0518053719505154
Czechia,311.5,2011,Total,Public administration and defence; compulsory social security,2.9704204293978744
Czechia,288.7,2011,Total,Education,2.7530028185141777
Czechia,317.3,2011,Total,Human health and social work activities,3.0257284181314463
Czechia,79.0,2011,Total,"Arts, entertainment and recreation",0.7533329499917563
Czechia,85.3,2011,Total,Other service activities,0.8134088687885671
Czechia,17.8,2011,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.1697383102513071
Czechia,1.3,2011,Total,Activities of extraterritorial organisations and bodies,0.012396618164421306
Czechia,144.9,2012,Total,"Agriculture, forestry and fishing",1.3792847423407575
Czechia,43.1,2012,Total,Mining and quarrying,0.41026343957823774
Czechia,1288.3,2012,Total,Manufacturing,12.263164482799157
Czechia,50.1,2012,Total,"Electricity, gas, steam and air conditioning supply",0.4768955527347961
Czechia,45.5,2012,Total,"Water supply; sewerage, waste management and remediation activities",0.4331087355176292
Czechia,420.6,2012,Total,Construction,4.003638113378348
Czechia,593.3,2012,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.647547533683723
Czechia,306.7,2012,Total,Transportation and storage,2.919438443588063
Czechia,174.4,2012,Total,Accommodation and food service activities,1.6600915049291107
Czechia,124.6,2012,Total,Information and communication,1.1860516141867383
Czechia,135.0,2012,Total,Financial and insurance activities,1.285047896590768
Czechia,43.4,2012,Total,Real estate activities,0.4131191015706617
Czechia,202.3,2012,Total,"Professional, scientific and technical activities",1.9256680702245361
Czechia,111.2,2012,Total,Administrative and support service activities,1.0584987118584697
Czechia,302.8,2012,Total,Public administration and defence; compulsory social security,2.882314837686552
Czechia,310.2,2012,Total,Education,2.952754500166342
Czechia,326.2,2012,Total,Human health and social work activities,3.1050564730956185
Czechia,76.7,2012,Total,"Arts, entertainment and recreation",0.7300975827297178
Czechia,89.4,2012,Total,Other service activities,0.8509872737423309
Czechia,20.3,2012,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.1932331281540192
Czechia,1.4,2012,Total,Activities of extraterritorial organisations and bodies,0.013326422631311667
Czechia,144.7,2013,Total,"Agriculture, forestry and fishing",1.3759821226925317
Czechia,40.8,2013,Total,Mining and quarrying,0.3879756088863531
Czechia,1273.5,2013,Total,Manufacturing,12.1099739685483
Czechia,52.8,2013,Total,"Electricity, gas, steam and air conditioning supply",0.5020860820882217
Czechia,50.7,2013,Total,"Water supply; sewerage, waste management and remediation activities",0.48211674927789466
Czechia,414.7,2013,Total,Construction,3.9434677697345744
Czechia,596.4,2013,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.671290518132867
Czechia,298.8,2013,Total,Transportation and storage,2.841350782726527
Czechia,175.0,2013,Total,Accommodation and food service activities,1.66411106752725
Czechia,138.5,2013,Total,Information and communication,1.3170250448715664
Czechia,135.1,2013,Total,Financial and insurance activities,1.2846937441310369
Czechia,46.9,2013,Total,Real estate activities,0.44598176609730295
Czechia,209.8,2013,Total,"Professional, scientific and technical activities",1.9950314398126687
Czechia,124.7,2013,Total,Administrative and support service activities,1.1857980006894175
Czechia,311.7,2013,Total,Public administration and defence; compulsory social security,2.9640195414185357
Czechia,314.1,2013,Total,Education,2.9868416360589096
Czechia,329.6,2013,Total,Human health and social work activities,3.1342343306113234
Czechia,75.7,2013,Total,"Arts, entertainment and recreation",0.7198469017817875
Czechia,90.3,2013,Total,Other service activities,0.858681310844061
Czechia,21.2,2013,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.20159516932330113
Czechia,0.6,2013,Total,Activities of extraterritorial organisations and bodies,0.005705523660093428
Czechia,134.2,2014,Total,"Agriculture, forestry and fishing",1.276585341585034
Czechia,35.4,2014,Total,Mining and quarrying,0.336744568495605
Czechia,1317.2,2014,Total,Manufacturing,12.529941966734773
Czechia,56.6,2014,Total,"Electricity, gas, steam and air conditioning supply",0.5384108072556849
Czechia,54.4,2014,Total,"Water supply; sewerage, waste management and remediation activities",0.5174831787051106
Czechia,408.5,2014,Total,Construction,3.885880119504369
Czechia,581.3,2014,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.529650216567662
Czechia,293.4,2014,Total,Transportation and storage,2.790984643972049
Czechia,191.2,2014,Total,Accommodation and food service activities,1.8188011722135504
Czechia,147.5,2014,Total,Information and communication,1.4031023687316877
Czechia,120.0,2014,Total,Financial and insurance activities,1.1415070118495085
Czechia,44.0,2014,Total,Real estate activities,0.4185525710114865
Czechia,211.4,2014,Total,"Professional, scientific and technical activities",2.010954852541551
Czechia,125.8,2014,Total,Administrative and support service activities,1.1966798507555683
Czechia,314.3,2014,Total,Public administration and defence; compulsory social security,2.9897971152025047
Czechia,315.4,2014,Total,Education,3.000260929477792
Czechia,344.4,2014,Total,Human health and social work activities,3.27612512400809
Czechia,77.2,2014,Total,"Arts, entertainment and recreation",0.7343695109565173
Czechia,84.4,2014,Total,Other service activities,0.8028599316674878
Czechia,25.8,2014,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.24542400754764435
Czechia,0.8,2014,Total,Activities of extraterritorial organisations and bodies,0.007610046745663392
Czechia,143.4,2015,Total,"Agriculture, forestry and fishing",1.3607540133465867
Czechia,37.6,2015,Total,Mining and quarrying,0.35679463669338674
Czechia,1362.2,2015,Total,Manufacturing,12.926214204886474
Czechia,48.1,2015,Total,"Electricity, gas, steam and air conditioning supply",0.4564314368338272
Czechia,55.3,2015,Total,"Water supply; sewerage, waste management and remediation activities",0.5247538140729863
Czechia,390.7,2015,Total,Construction,3.707437887130484
Czechia,604.9,2015,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.740028609995469
Czechia,293.9,2015,Total,Transportation and storage,2.7888814820262326
Czechia,193.7,2015,Total,Accommodation and food service activities,1.8380617321146016
Czechia,139.7,2015,Total,Information and communication,1.3256439028209075
Czechia,116.0,2015,Total,Financial and insurance activities,1.100749411075342
Czechia,42.6,2015,Total,Real estate activities,0.40424073199835836
Czechia,222.7,2015,Total,"Professional, scientific and technical activities",2.113249084883437
Czechia,123.4,2015,Total,Administrative and support service activities,1.1709696321267
Czechia,311.1,2015,Total,Public administration and defence; compulsory social security,2.9520960498753355
Czechia,311.4,2015,Total,Education,2.9549428155936335
Czechia,341.5,2015,Total,Human health and social work activities,3.2405683093295634
Czechia,77.4,2015,Total,"Arts, entertainment and recreation",0.7344655553209609
Czechia,86.4,2015,Total,Other service activities,0.8198685268699099
Czechia,30.6,2015,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.2903701032664264
Czechia,1.3,2015,Total,Activities of extraterritorial organisations and bodies,0.012335984779292626
Czechia,144.0,2016,Total,"Agriculture, forestry and fishing",1.3644318946188605
Czechia,38.5,2016,Total,Mining and quarrying,0.364796027380737
Czechia,1412.4,2016,Total,Manufacturing,13.382802833053326
Czechia,51.4,2016,Total,"Electricity, gas, steam and air conditioning supply",0.48702638460701
Czechia,48.7,2016,Total,"Water supply; sewerage, waste management and remediation activities",0.4614432865829064
Czechia,379.4,2016,Total,Construction,3.5948990334610813
Czechia,593.8,2016,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.626386521004719
Czechia,308.9,2016,Total,Transportation and storage,2.9268959183872645
Czechia,178.3,2016,Total,Accommodation and food service activities,1.6894319917398808
Czechia,146.1,2016,Total,Information and communication,1.384329859748719
Czechia,115.1,2016,Total,Financial and insurance activities,1.0905979935460477
Czechia,35.5,2016,Total,Real estate activities,0.3363703629095108
Czechia,235.9,2016,Total,"Professional, scientific and technical activities",2.235204749587425
Czechia,123.4,2016,Total,Administrative and support service activities,1.1692423319164404
Czechia,324.2,2016,Total,Public administration and defence; compulsory social security,3.071866807190518
Czechia,326.3,2016,Total,Education,3.091764772320377
Czechia,347.6,2016,Total,Human health and social work activities,3.293586990066083
Czechia,85.7,2016,Total,"Arts, entertainment and recreation",0.8120264817280303
Czechia,83.5,2016,Total,Other service activities,0.791180994449131
Czechia,35.0,2016,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.33163275216430643
Czechia,1.4,2016,Total,Activities of extraterritorial organisations and bodies,0.013265310086572255
Czechia,141.6,2017,Total,"Agriculture, forestry and fishing",1.3385235782440763
Czechia,32.1,2017,Total,Mining and quarrying,0.30343648913583937
Czechia,1438.0,2017,Total,Manufacturing,13.593198485275297
Czechia,50.4,2017,Total,"Electricity, gas, steam and air conditioning supply",0.4764236464936543
Czechia,55.0,2017,Total,"Water supply; sewerage, waste management and remediation activities",0.519906757086329
Czechia,385.1,2017,Total,Construction,3.6402925846171876
Czechia,588.5,2017,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.563002300823721
Czechia,322.8,2017,Total,Transportation and storage,3.05138002159031
Czechia,168.2,2017,Total,Accommodation and food service activities,1.5899693916712827
Czechia,147.4,2017,Total,Information and communication,1.393350108991362
Czechia,112.9,2017,Total,Financial and insurance activities,1.067226779546301
Czechia,38.9,2017,Total,Real estate activities,0.3677158700119673
Czechia,249.8,2017,Total,"Professional, scientific and technical activities",2.3613219621848183
Czechia,125.3,2017,Total,Administrative and support service activities,1.184442121143946
Czechia,333.4,2017,Total,Public administration and defence; compulsory social security,3.151580232956039
Czechia,331.8,2017,Total,Education,3.136455672749891
Czechia,362.5,2017,Total,Human health and social work activities,3.426658171705351
Czechia,87.0,2017,Total,"Arts, entertainment and recreation",0.8223979612092843
Czechia,85.0,2017,Total,Other service activities,0.8034922609515995
Czechia,36.3,2017,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.3431384596769772
Czechia,1.1,2017,Total,Activities of extraterritorial organisations and bodies,0.010398135141726581
Czechia,142.0,2018,Total,"Agriculture, forestry and fishing",1.3383530999603677
Czechia,32.5,2018,Total,Mining and quarrying,0.30631320949797153
Czechia,1437.7,2018,Total,Manufacturing,13.550353886007189
Czechia,51.8,2018,Total,"Electricity, gas, steam and air conditioning supply",0.488216130830613
Czechia,54.5,2018,Total,"Water supply; sewerage, waste management and remediation activities",0.5136636897735214
Czechia,377.7,2018,Total,Construction,3.559830745457964
Czechia,600.9,2018,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.6634956180717255
Czechia,321.6,2018,Total,Transportation and storage,3.0310870207553116
Czechia,181.2,2018,Total,Accommodation and food service activities,1.707813955724075
Czechia,167.3,2018,Total,Information and communication,1.5768061522772503
Czechia,115.3,2018,Total,Financial and insurance activities,1.086705017080496
Czechia,43.0,2018,Total,Real estate activities,0.4052759387203931
Czechia,251.0,2018,Total,"Professional, scientific and technical activities",2.365680479507411
Czechia,125.6,2018,Total,Administrative and support service activities,1.183782741936776
Czechia,333.6,2018,Total,Public administration and defence; compulsory social security,3.1441872827237933
Czechia,336.5,2018,Total,Education,3.1715198460328433
Czechia,354.3,2018,Total,Human health and social work activities,3.3392852346194246
Czechia,91.1,2018,Total,"Arts, entertainment and recreation",0.8586194887773908
Czechia,90.9,2018,Total,Other service activities,0.8567344844112494
Czechia,36.6,2018,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.34495579900386947
Czechia,1.7,2018,Total,Activities of extraterritorial organisations and bodies,0.016022537112201585
Czechia,134.9,2019,Total,"Agriculture, forestry and fishing",1.2666904542808315
Czechia,29.4,2019,Total,Mining and quarrying,0.2760615222821086
Czechia,1433.1,2019,Total,Manufacturing,13.456590734098292
Czechia,49.2,2019,Total,"Electricity, gas, steam and air conditioning supply",0.4619805066761817
Czechia,61.3,2019,Total,"Water supply; sewerage, waste management and remediation activities",0.5755976638058931
Czechia,368.1,2019,Total,Construction,3.456402937144359
Czechia,582.3,2019,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.46770831377115
Czechia,346.0,2019,Total,Transportation and storage,3.248887303047945
Czechia,191.2,2019,Total,Accommodation and food service activities,1.795338879603373
Czechia,167.2,2019,Total,Information and communication,1.569982534883284
Czechia,116.5,2019,Total,Financial and insurance activities,1.093917256662097
Czechia,39.0,2019,Total,Real estate activities,0.36620406017014406
Czechia,242.4,2019,Total,"Professional, scientific and technical activities",2.2760990816728954
Czechia,129.7,2019,Total,Administrative and support service activities,1.2178632462581456
Czechia,324.6,2019,Total,Public administration and defence; compulsory social security,3.047944562339199
Czechia,334.6,2019,Total,Education,3.1418430393059027
Czechia,376.6,2019,Total,Human health and social work activities,3.5362166425660577
Czechia,93.8,2019,Total,"Arts, entertainment and recreation",0.8807677139476798
Czechia,91.9,2019,Total,Other service activities,0.8629270033240062
Czechia,37.5,2019,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.3521192886251385
Czechia,1.7,2019,Total,Activities of extraterritorial organisations and bodies,0.01596274108433961
Czechia,130.6,2020,Total,"Agriculture, forestry and fishing",1.2212525244439865
Czechia,30.5,2020,Total,Mining and quarrying,0.28520828480506577
Czechia,1378.4,2020,Total,Manufacturing,12.889544254927953
Czechia,56.1,2020,Total,"Electricity, gas, steam and air conditioning supply",0.5245962222152193
Czechia,64.9,2020,Total,"Water supply; sewerage, waste management and remediation activities",0.6068858256999596
Czechia,387.3,2020,Total,Construction,3.621677662459081
Czechia,568.0,2020,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.311419861287782
Czechia,320.1,2020,Total,Transportation and storage,2.9932843267574274
Czechia,170.9,2020,Total,Accommodation and food service activities,1.5981015040388766
Czechia,177.2,2020,Total,Information and communication,1.6570133792609065
Czechia,113.9,2020,Total,Financial and insurance activities,1.0650892996490815
Czechia,38.4,2020,Total,Real estate activities,0.35908190611523033
Czechia,241.5,2020,Total,"Professional, scientific and technical activities",2.2582885501778156
Czechia,128.2,2020,Total,Administrative and support service activities,1.1988099053117844
Czechia,339.3,2020,Total,Public administration and defence; compulsory social security,3.1728252798150427
Czechia,338.0,2020,Total,Education,3.1606688611184333
Czechia,388.5,2020,Total,Human health and social work activities,3.6328989720251816
Czechia,86.5,2020,Total,"Arts, entertainment and recreation",0.8088693978897766
Czechia,90.1,2020,Total,Other service activities,0.8425333265880794
Czechia,37.1,2020,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.34692548741862095
Czechia,1.5,2020,Total,Activities of extraterritorial organisations and bodies,0.014026636957626185
Czechia,128.5,2021,Total,"Agriculture, forestry and fishing",1.224411701145211
Czechia,28.8,2021,Total,Mining and quarrying,0.27442067698818734
Czechia,1339.7,2021,Total,Manufacturing,12.765325727815089
Czechia,54.9,2021,Total,"Electricity, gas, steam and air conditioning supply",0.5231144155087321
Czechia,61.6,2021,Total,"Water supply; sewerage, waste management and remediation activities",0.5869553368914007
Czechia,404.0,2021,Total,Construction,3.8495122744176276
Czechia,563.8,2021,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.372165891872918
Czechia,305.7,2021,Total,Transportation and storage,2.9128611442808636
Czechia,147.2,2021,Total,Accommodation and food service activities,1.4025945712729575
Czechia,207.4,2021,Total,Information and communication,1.9762100141440992
Czechia,124.1,2021,Total,Financial and insurance activities,1.1824863199386824
Czechia,41.6,2021,Total,Real estate activities,0.3963854223162706
Czechia,246.3,2021,Total,"Professional, scientific and technical activities",2.3468684979927272
Czechia,116.2,2021,Total,Administrative and support service activities,1.1072112036815058
Czechia,332.9,2021,Total,Public administration and defence; compulsory social security,3.1720362281030403
Czechia,370.5,2021,Total,Education,3.5303076675042853
Czechia,384.5,2021,Total,Human health and social work activities,3.663706607706876
Czechia,82.8,2021,Total,"Arts, entertainment and recreation",0.7889594463410387
Czechia,90.0,2021,Total,Other service activities,0.8575646155880854
Czechia,33.5,2021,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.3192046069133429
Czechia,2.0,2021,Total,Activities of extraterritorial organisations and bodies,0.01905699145751301
Czechia,126.5,2022,Total,"Agriculture, forestry and fishing",1.2028480017556826
Czechia,23.0,2022,Total,Mining and quarrying,0.2186996366828514
Czechia,1324.6,2022,Total,Manufacturing,12.595197336961084
Czechia,52.1,2022,Total,"Electricity, gas, steam and air conditioning supply",0.4954022204859373
Czechia,59.7,2022,Total,"Water supply; sewerage, waste management and remediation activities",0.567668187389836
Czechia,398.2,2022,Total,Construction,3.786356318570062
Czechia,568.6,2022,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.406635365994317
Czechia,314.2,2022,Total,Transportation and storage,2.9876272106848654
Czechia,158.2,2022,Total,Accommodation and food service activities,1.5042731531837865
Czechia,192.1,2022,Total,Information and communication,1.826617400294598
Czechia,119.9,2022,Total,Financial and insurance activities,1.14009071470756
Czechia,41.8,2022,Total,Real estate activities,0.397462817971443
Czechia,247.7,2022,Total,"Professional, scientific and technical activities",2.3553000002757516
Czechia,109.2,2022,Total,Administrative and support service activities,1.0383478402507553
Czechia,331.0,2022,Total,Public administration and defence; compulsory social security,3.1473730322619047
Czechia,358.7,2022,Total,Education,3.4107634642669042
Czechia,387.8,2022,Total,Human health and social work activities,3.68746604806999
Czechia,82.8,2022,Total,"Arts, entertainment and recreation",0.7873186920582651
Czechia,90.8,2022,Total,Other service activities,0.8633881309044742
Czechia,34.5,2022,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.32804945502427707
Czechia,0.5,2022,Total,Activities of extraterritorial organisations and bodies,0.004754339927888074
Czechia,131.9,2023,Total,"Agriculture, forestry and fishing",1.218191149615023
Czechia,21.1,2023,Total,Mining and quarrying,0.19487364106805902
Czechia,1259.9,2023,Total,Manufacturing,11.63608058680794
Czechia,51.0,2023,Total,"Electricity, gas, steam and air conditioning supply",0.4710215968943607
Czechia,57.4,2023,Total,"Water supply; sewerage, waste management and remediation activities",0.5301301894458098
Czechia,384.2,2023,Total,Construction,3.5483626966041832
Czechia,533.7,2023,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.929102475735691
Czechia,306.5,2023,Total,Transportation and storage,2.830747440159246
Czechia,157.0,2023,Total,Accommodation and food service activities,1.4500076610277377
Czechia,185.5,2023,Total,Information and communication,1.71322561223341
Czechia,124.2,2023,Total,Financial and insurance activities,1.1470761242015606
Czechia,40.4,2023,Total,Real estate activities,0.373122990481023
Czechia,264.7,2023,Total,"Professional, scientific and technical activities",2.4446944450575936
Czechia,111.0,2023,Total,Administrative and support service activities,1.0251646520641966
Czechia,306.2,2023,Total,Public administration and defence; compulsory social security,2.827976724883397
Czechia,363.8,2023,Total,Education,3.3599540578464393
Czechia,385.2,2023,Total,Human health and social work activities,3.5575984141903474
Czechia,81.3,2023,Total,"Arts, entertainment and recreation",0.7508638397551279
Czechia,85.8,2023,Total,Other service activities,0.7924245688928655
Czechia,38.1,2023,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.3518808400328459
Czechia,0.8,2023,Total,Activities of extraterritorial organisations and bodies,0.007388574068931148
Czechia,138.6,2024,Total,"Agriculture, forestry and fishing",1.271494891773859
Czechia,22.0,2024,Total,Mining and quarrying,0.20182458599585068
Czechia,1257.5,2024,Total,Manufacturing,11.536109858626464
Czechia,57.8,2024,Total,"Electricity, gas, steam and air conditioning supply",0.5302482304800077
Czechia,58.7,2024,Total,"Water supply; sewerage, waste management and remediation activities",0.5385046908162016
Czechia,402.4,2024,Total,Construction,3.691555154760469
Czechia,549.9,2024,Total,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.0446972654144675
Czechia,301.9,2024,Total,Transportation and storage,2.7695837505521506
Czechia,162.2,2024,Total,Accommodation and food service activities,1.487997629478499
Czechia,194.1,2024,Total,Information and communication,1.7806432791724824
Czechia,129.0,2024,Total,Financial and insurance activities,1.1834259815211243
Czechia,38.4,2024,Total,Real estate activities,0.3522756410109394
Czechia,248.8,2024,Total,"Professional, scientific and technical activities",2.2824525907167112
Czechia,112.6,2024,Total,Administrative and support service activities,1.0329749265060357
Czechia,332.7,2024,Total,Public administration and defence; compulsory social security,3.0521381709463418
Czechia,386.8,2024,Total,Education,3.5484431755997745
Czechia,410.3,2024,Total,Human health and social work activities,3.7640285288226147
Czechia,81.6,2024,Total,"Arts, entertainment and recreation",0.7485857371482462
Czechia,86.6,2024,Total,Other service activities,0.7944549612382121
Czechia,38.1,2024,Total,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.3495234875655414
Denmark,15.6,2008,Females,"Agriculture, forestry and fishing",0.28489034734890356
Denmark,74.64999999999999,2008,Females,Mining and quarrying,1.3632733608715157
Denmark,133.7,2008,Females,Manufacturing,2.4416563743941286
Denmark,4.1,2008,Females,"Electricity, gas, steam and air conditioning supply",0.07487502718785286
Denmark,3.2,2008,Females,"Water supply; sewerage, waste management and remediation activities",0.0584390456100315
Denmark,17.4,2008,Females,Construction,0.3177623105045463
Denmark,179.6,2008,Females,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.2798914348630177
Denmark,32.8,2008,Females,Transportation and storage,0.5990002175028228
Denmark,41.5,2008,Females,Accommodation and food service activities,0.7578813727550959
Denmark,33.6,2008,Females,Information and communication,0.6136099789053308
Denmark,42.6,2008,Females,Financial and insurance activities,0.7779697946835443
Denmark,10.2,2008,Females,Real estate activities,0.1862744578819754
Denmark,59.9,2008,Females,"Professional, scientific and technical activities",1.0939058850127772
Denmark,34.5,2008,Females,Administrative and support service activities,0.6300459604831521
Denmark,85.3,2008,Females,Public administration and defence; compulsory social security,1.5577658095424023
Denmark,115.5,2008,Females,Education,2.109284302487074
Denmark,407.1,2008,Females,Human health and social work activities,7.434542333701195
Denmark,28.8,2008,Females,"Arts, entertainment and recreation",0.5259514104902835
Denmark,40.6,2008,Females,Other service activities,0.7414453911772746
Denmark,3.5,2008,Females,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.06391770613597195
Denmark,2.1,2008,Females,Activities of extraterritorial organisations and bodies,0.03835062368158317
Denmark,15.1,2009,Females,"Agriculture, forestry and fishing",0.2739750385152658
Denmark,61.849999999999994,2009,Females,Mining and quarrying,1.1222090153754427
Denmark,108.6,2009,Females,Manufacturing,1.9704429922356201
Denmark,3.3,2009,Females,"Electricity, gas, steam and air conditioning supply",0.05987533954307133
Denmark,10.1,2009,Females,"Water supply; sewerage, waste management and remediation activities",0.1832548270863698
Denmark,16.9,2009,Females,Construction,0.30663431462966834
Denmark,170.5,2009,Females,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.0935592097253517
Denmark,27.3,2009,Females,Transportation and storage,0.49533235440177187
Denmark,44.4,2009,Females,Accommodation and food service activities,0.805595477488596
Denmark,30.0,2009,Females,Information and communication,0.5443212685733756
Denmark,46.7,2009,Females,Financial and insurance activities,0.8473267747458881
Denmark,8.2,2009,Females,Real estate activities,0.14878114674338935
Denmark,62.6,2009,Females,"Professional, scientific and technical activities",1.1358170470897773
Denmark,36.9,2009,Females,Administrative and support service activities,0.6695151603452522
Denmark,92.7,2009,Females,Public administration and defence; compulsory social security,1.6819527198917308
Denmark,124.9,2009,Females,Education,2.266190881493821
Denmark,406.1,2009,Females,Human health and social work activities,7.3682955722549295
Denmark,31.9,2009,Females,"Arts, entertainment and recreation",0.5787949489163562
Denmark,36.9,2009,Females,Other service activities,0.6695151603452522
Denmark,4.8,2009,Females,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.08709140297174012
Denmark,8.0,2009,Females,Activities of extraterritorial organisations and bodies,0.1451523382862335
Denmark,11.2,2010,Females,"Agriculture, forestry and fishing",0.20235826881055616
Denmark,54.6,2010,Females,Mining and quarrying,0.9864965604514614
Denmark,98.0,2010,Females,Manufacturing,1.7706348520923665
Denmark,3.7,2010,Females,"Electricity, gas, steam and air conditioning supply",0.06685049951777301
Denmark,2.1,2010,Females,"Water supply; sewerage, waste management and remediation activities",0.03794217540197928
Denmark,11.6,2010,Females,Construction,0.2095853498395046
Denmark,165.0,2010,Females,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.981170924441229
Denmark,25.9,2010,Females,Transportation and storage,0.46795349662441116
Denmark,44.5,2010,Females,Accommodation and food service activities,0.8040127644705134
Denmark,30.5,2010,Females,Information and communication,0.5510649284573181
Denmark,43.1,2010,Females,Financial and insurance activities,0.7787179808691937
Denmark,8.5,2010,Females,Real estate activities,0.15357547186515422
Denmark,58.4,2010,Females,"Professional, scientific and technical activities",1.0551538302264714
Denmark,38.6,2010,Females,Administrative and support service activities,0.6974133192935239
Denmark,85.3,2010,Females,Public administration and defence; compulsory social security,1.5411750294232536
Denmark,133.3,2010,Females,Education,2.4084247528970657
Denmark,415.0,2010,Females,Human health and social work activities,7.498096567534001
Denmark,29.5,2010,Females,"Arts, entertainment and recreation",0.532997225884947
Denmark,37.5,2010,Females,Other service activities,0.6775388464639157
Denmark,4.3,2010,Females,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.07769112106119568
Denmark,6.949999999999999,2010,Females,Activities of extraterritorial organisations and bodies,0.12557053287797904
Denmark,9.6,2011,Females,"Agriculture, forestry and fishing",0.1726423706099383
Denmark,53.55,2011,Females,Mining and quarrying,0.963020723558562
Denmark,97.5,2011,Females,Manufacturing,1.7533990765071858
Denmark,5.1,2011,Females,"Electricity, gas, steam and air conditioning supply",0.09171625938652972
Denmark,2.7,2011,Females,"Water supply; sewerage, waste management and remediation activities",0.04855566673404515
Denmark,11.0,2011,Females,Construction,0.19781938299055432
Denmark,165.6,2011,Females,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.9780808930214357
Denmark,25.2,2011,Females,Transportation and storage,0.45318622285108806
Denmark,45.8,2011,Females,Accommodation and food service activities,0.8236479764515806
Denmark,28.2,2011,Females,Information and communication,0.5071369636666938
Denmark,42.5,2011,Females,Financial and insurance activities,0.7643021615544143
Denmark,9.4,2011,Females,Real estate activities,0.16904565455556458
Denmark,60.6,2011,Females,"Professional, scientific and technical activities",1.0898049644752357
Denmark,34.5,2011,Females,Administrative and support service activities,0.6204335193794658
Denmark,81.7,2011,Females,Public administration and defence; compulsory social security,1.4692585082116623
Denmark,136.0,2011,Females,Education,2.445766916974126
Denmark,404.4,2011,Females,Human health and social work activities,7.27255986194365
Denmark,30.5,2011,Females,"Arts, entertainment and recreation",0.5484991982919915
Denmark,38.4,2011,Females,Other service activities,0.6905694824397532
Denmark,3.2,2011,Females,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.05754745686997944
Denmark,7.4,2011,Females,Activities of extraterritorial organisations and bodies,0.13307849401182745
Denmark,11.6,2012,Females,"Agriculture, forestry and fishing",0.20786608263465242
Denmark,53.599999999999994,2012,Females,Mining and quarrying,0.9604846576911524
Denmark,95.6,2012,Females,Manufacturing,1.7131032327476525
Denmark,5.5,2012,Females,"Electricity, gas, steam and air conditioning supply",0.09855719435263692
