reason,apprehen,citizen,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Malta,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Malta,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Malta,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Norway,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Norway,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Poland,2021,5
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Poland,2022,480
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Poland,2023,345
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Romania,2021,5895
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Romania,2022,6485
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Romania,2023,7545
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2023,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2021,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2022,0
Other reason,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Austria,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Austria,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2020,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2022,5
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,European Union - 27 countries (from 2020),2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,40
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,France,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2019,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2020,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Iceland,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Latvia,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Latvia,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Latvia,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Montenegro,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Montenegro,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Montenegro,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Malta,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Malta,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Malta,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Netherlands,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Netherlands,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Netherlands,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Norway,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Norway,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Poland,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Poland,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Poland,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Portugal,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Portugal,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Portugal,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Romania,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Romania,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Romania,2023,40
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Sweden,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Sweden,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Sweden,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Slovenia,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Slovenia,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Slovenia,2023,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Slovakia,2021,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Slovakia,2022,0
Other reason,Between border crossing points - at sea,Total,Total,Total,Person,Slovakia,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Austria,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Austria,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Belgium,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Belgium,2022,965
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Belgium,2023,785
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Bulgaria,2021,560
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Bulgaria,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Bulgaria,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2020,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Switzerland,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Cyprus,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Cyprus,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Cyprus,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Czechia,2021,330
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Czechia,2022,200
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Czechia,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Germany,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Germany,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Germany,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Denmark,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Denmark,2022,5
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Denmark,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Estonia,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Estonia,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Estonia,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Greece,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Greece,2022,5
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Greece,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Spain,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Spain,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Spain,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,15580
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Finland,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Finland,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Finland,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,France,2021,440
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,France,2022,725
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,France,2023,835
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Croatia,2021,25
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Croatia,2022,20
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Croatia,2023,140
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Hungary,2021,3650
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Hungary,2022,2285
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Hungary,2023,2310
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2019,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2020,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Ireland,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Iceland,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Italy,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Italy,2022,1390
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Italy,2023,2240
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Liechtenstein,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Liechtenstein,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Liechtenstein,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Lithuania,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Lithuania,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Lithuania,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Luxembourg,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Luxembourg,2022,40
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Luxembourg,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Latvia,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Latvia,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Latvia,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Montenegro,2021,5
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Montenegro,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Montenegro,2023,205
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Malta,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Malta,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Malta,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Netherlands,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Netherlands,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Netherlands,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Norway,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Norway,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Poland,2021,2390
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Poland,2022,770
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Poland,2023,950
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Portugal,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Portugal,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Portugal,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Romania,2021,3105
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Romania,2022,4900
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Romania,2023,8325
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Sweden,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Sweden,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Sweden,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovenia,2021,975
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovenia,2022,45
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovenia,2023,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovakia,2021,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovakia,2022,0
Other reason,"At the border crossing point – at sea, land, air",Total,Total,Total,Person,Slovakia,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Austria,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Austria,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Austria,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Belgium,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Belgium,2022,965
Other reason,In the external border area,Total,Total,Total,Person,Belgium,2023,785
Other reason,In the external border area,Total,Total,Total,Person,Bulgaria,2021,1675
Other reason,In the external border area,Total,Total,Total,Person,Bulgaria,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Bulgaria,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Switzerland,2020,0
Other reason,In the external border area,Total,Total,Total,Person,Switzerland,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Switzerland,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Switzerland,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Cyprus,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Cyprus,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Cyprus,2023,5
Other reason,In the external border area,Total,Total,Total,Person,Czechia,2021,330
Other reason,In the external border area,Total,Total,Total,Person,Czechia,2022,200
Other reason,In the external border area,Total,Total,Total,Person,Czechia,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Germany,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Germany,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Germany,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Denmark,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Denmark,2022,5
Other reason,In the external border area,Total,Total,Total,Person,Denmark,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Estonia,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Estonia,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Estonia,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Greece,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Greece,2022,15
Other reason,In the external border area,Total,Total,Total,Person,Greece,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Spain,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Spain,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Spain,2023,0
Other reason,In the external border area,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,23630
Other reason,In the external border area,Total,Total,Total,Person,Finland,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Finland,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Finland,2023,0
Other reason,In the external border area,Total,Total,Total,Person,France,2021,440
Other reason,In the external border area,Total,Total,Total,Person,France,2022,725
Other reason,In the external border area,Total,Total,Total,Person,France,2023,835
Other reason,In the external border area,Total,Total,Total,Person,Croatia,2021,25
Other reason,In the external border area,Total,Total,Total,Person,Croatia,2022,20
Other reason,In the external border area,Total,Total,Total,Person,Croatia,2023,145
Other reason,In the external border area,Total,Total,Total,Person,Hungary,2021,3750
Other reason,In the external border area,Total,Total,Total,Person,Hungary,2022,2355
Other reason,In the external border area,Total,Total,Total,Person,Hungary,2023,2410
Other reason,In the external border area,Total,Total,Total,Person,Ireland,2019,0
Other reason,In the external border area,Total,Total,Total,Person,Ireland,2020,0
Other reason,In the external border area,Total,Total,Total,Person,Ireland,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Ireland,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Ireland,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Iceland,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Italy,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Italy,2022,1390
Other reason,In the external border area,Total,Total,Total,Person,Italy,2023,2240
Other reason,In the external border area,Total,Total,Total,Person,Liechtenstein,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Liechtenstein,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Liechtenstein,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Lithuania,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Lithuania,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Lithuania,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Luxembourg,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Luxembourg,2022,40
Other reason,In the external border area,Total,Total,Total,Person,Luxembourg,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Latvia,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Latvia,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Latvia,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Montenegro,2021,5
Other reason,In the external border area,Total,Total,Total,Person,Montenegro,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Montenegro,2023,205
Other reason,In the external border area,Total,Total,Total,Person,Malta,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Malta,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Malta,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Netherlands,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Netherlands,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Netherlands,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Norway,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Norway,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Poland,2021,2395
Other reason,In the external border area,Total,Total,Total,Person,Poland,2022,1250
Other reason,In the external border area,Total,Total,Total,Person,Poland,2023,1295
Other reason,In the external border area,Total,Total,Total,Person,Portugal,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Portugal,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Portugal,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Romania,2021,9000
Other reason,In the external border area,Total,Total,Total,Person,Romania,2022,11385
Other reason,In the external border area,Total,Total,Total,Person,Romania,2023,15910
Other reason,In the external border area,Total,Total,Total,Person,Sweden,2021,285
Other reason,In the external border area,Total,Total,Total,Person,Sweden,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Sweden,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Slovenia,2021,975
Other reason,In the external border area,Total,Total,Total,Person,Slovenia,2022,45
Other reason,In the external border area,Total,Total,Total,Person,Slovenia,2023,0
Other reason,In the external border area,Total,Total,Total,Person,Slovakia,2021,0
Other reason,In the external border area,Total,Total,Total,Person,Slovakia,2022,0
Other reason,In the external border area,Total,Total,Total,Person,Slovakia,2023,0
Other reason,In the inland area,Total,Total,Total,Person,Austria,2021,38410
Other reason,In the inland area,Total,Total,Total,Person,Austria,2022,0
Other reason,In the inland area,Total,Total,Total,Person,Belgium,2021,10885
Other reason,In the inland area,Total,Total,Total,Person,Belgium,2022,9820
Other reason,In the inland area,Total,Total,Total,Person,Belgium,2023,9945
Other reason,In the inland area,Total,Total,Total,Person,Bulgaria,2021,0
Other reason,In the inland area,Total,Total,Total,Person,Bulgaria,2022,0
Other reason,In the inland area,Total,Total,Total,Person,Bulgaria,2023,0
Other reason,In the inland area,Total,Total,Total,Person,Switzerland,2020,0
Other reason,In the inland area,Total,Total,Total,Person,Switzerland,2021,0
Other reason,In the inland area,Total,Total,Total,Person,Switzerland,2022,0
Other reason,In the inland area,Total,Total,Total,Person,Switzerland,2023,0
Other reason,In the inland area,Total,Total,Total,Person,Cyprus,2021,0
Other reason,In the inland area,Total,Total,Total,Person,Cyprus,2022,0
Other reason,In the inland area,Total,Total,Total,Person,Cyprus,2023,65
Other reason,In the inland area,Total,Total,Total,Person,Czechia,2021,2785
Other reason,In the inland area,Total,Total,Total,Person,Czechia,2022,1225
Other reason,In the inland area,Total,Total,Total,Person,Czechia,2023,550
Other reason,In the inland area,Total,Total,Total,Person,Germany,2021,0
Other reason,In the inland area,Total,Total,Total,Person,Germany,2022,132900
Other reason,In the inland area,Total,Total,Total,Person,Germany,2023,173105
Other reason,In the inland area,Total,Total,Total,Person,Denmark,2021,20
Other reason,In the inland area,Total,Total,Total,Person,Denmark,2022,50
Other reason,In the inland area,Total,Total,Total,Person,Denmark,2023,20
Other reason,In the inland area,Total,Total,Total,Person,Estonia,2021,0
Other reason,In the inland area,Total,Total,Total,Person,Estonia,2022,0
Other reason,In the inland area,Total,Total,Total,Person,Estonia,2023,0
Other reason,In the inland area,Total,Total,Total,Person,Greece,2021,0
Other reason,In the inland area,Total,Total,Total,Person,Greece,2022,0
Other reason,In the inland area,Total,Total,Total,Person,Greece,2023,0
Other reason,In the inland area,Total,Total,Total,Person,Spain,2021,0
Other reason,In the inland area,Total,Total,Total,Person,Spain,2022,0
Other reason,In the inland area,Total,Total,Total,Person,Spain,2023,0
Other reason,In the inland area,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,308925
Other reason,In the inland area,Total,Total,Total,Person,Finland,2021,335
Other reason,In the inland area,Total,Total,Total,Person,Finland,2022,285
Other reason,In the inland area,Total,Total,Total,Person,Finland,2023,0
Other reason,In the inland area,Total,Total,Total,Person,France,2021,109055
